field_id,blind_id,present_order,panel,slide,cohort,batch,diet,split,sample_type,x,y,size,score,image,context
scf2c6b_f04,scf2c6b,42,4,R25-345-3,unknown,2025-11-14HE,unknown,train,uniform,17408,29696,512,,images/scf2c6b_017408_029696.jpg,context/scf2c6b_017408_029696.jpg
scf2c6b_f05,scf2c6b,42,5,R25-345-3,unknown,2025-11-14HE,unknown,train,uniform,8192,21504,512,,images/scf2c6b_008192_021504.jpg,context/scf2c6b_008192_021504.jpg
scf2c6b_f06,scf2c6b,42,6,R25-345-3,unknown,2025-11-14HE,unknown,train,uniform,22016,11264,512,,images/scf2c6b_022016_011264.jpg,context/scf2c6b_022016_011264.jpg
scf2c6b_f07,scf2c6b,42,7,R25-345-3,unknown,2025-11-14HE,unknown,train,uniform,11264,18432,512,,images/scf2c6b_011264_018432.jpg,context/scf2c6b_011264_018432.jpg
scf2c6b_f08,scf2c6b,42,8,R25-345-3,unknown,2025-11-14HE,unknown,train,uniform,24064,6144,512,,images/scf2c6b_024064_006144.jpg,context/scf2c6b_024064_006144.jpg
scf2c6b_f09,scf2c6b,42,9,R25-345-3,unknown,2025-11-14HE,unknown,train,uniform,13824,31744,512,,images/scf2c6b_013824_031744.jpg,context/scf2c6b_013824_031744.jpg
scf2c6b_f10,scf2c6b,42,10,R25-345-3,unknown,2025-11-14HE,unknown,train,uniform,22528,16384,512,,images/scf2c6b_022528_016384.jpg,context/scf2c6b_022528_016384.jpg
scf2c6b_f11,scf2c6b,42,11,R25-345-3,unknown,2025-11-14HE,unknown,train,uniform,5632,26624,512,,images/scf2c6b_005632_026624.jpg,context/scf2c6b_005632_026624.jpg
scf2c6b_f12,scf2c6b,42,12,R25-345-3,unknown,2025-11-14HE,unknown,train,uniform,25088,11264,512,,images/scf2c6b_025088_011264.jpg,context/scf2c6b_025088_011264.jpg
scf2c6b_f13,scf2c6b,42,13,R25-345-3,unknown,2025-11-14HE,unknown,train,uniform,15360,16384,512,,images/scf2c6b_015360_016384.jpg,context/scf2c6b_015360_016384.jpg
scf2c6b_f14,scf2c6b,42,14,R25-345-3,unknown,2025-11-14HE,unknown,train,uniform,22528,19456,512,,images/scf2c6b_022528_019456.jpg,context/scf2c6b_022528_019456.jpg
scf2c6b_f15,scf2c6b,42,15,R25-345-3,unknown,2025-11-14HE,unknown,train,uniform,16384,28160,512,,images/scf2c6b_016384_028160.jpg,context/scf2c6b_016384_028160.jpg
scf2c6b_f16,scf2c6b,42,16,R25-345-3,unknown,2025-11-14HE,unknown,train,uniform,21504,16384,512,,images/scf2c6b_021504_016384.jpg,context/scf2c6b_021504_016384.jpg
scf2c6b_f17,scf2c6b,42,17,R25-345-3,unknown,2025-11-14HE,unknown,train,repeat,11264,18432,512,,images/scf2c6b_011264_018432.jpg,context/scf2c6b_011264_018432.jpg
scf2c6b_f18,scf2c6b,42,18,R25-345-3,unknown,2025-11-14HE,unknown,train,repeat,21504,16384,512,,images/scf2c6b_021504_016384.jpg,context/scf2c6b_021504_016384.jpg
s9bce2e_f01,s9bce2e,43,1,R26-041-1,unknown,P273-2026-02-13_Christina HE,unknown,test,uniform,39936,20992,512,5.208433375966624,images/s9bce2e_039936_020992.jpg,context/s9bce2e_039936_020992.jpg
s9bce2e_f02,s9bce2e,43,2,R26-041-1,unknown,P273-2026-02-13_Christina HE,unknown,test,uniform,20992,22016,512,2.0940495005099957,images/s9bce2e_020992_022016.jpg,context/s9bce2e_020992_022016.jpg
s9bce2e_f03,s9bce2e,43,3,R26-041-1,unknown,P273-2026-02-13_Christina HE,unknown,test,uniform,13824,20480,512,3.4537666284492765,images/s9bce2e_013824_020480.jpg,context/s9bce2e_013824_020480.jpg
s9bce2e_f04,s9bce2e,43,4,R26-041-1,unknown,P273-2026-02-13_Christina HE,unknown,test,uniform,35328,20480,512,6.335277537932709,images/s9bce2e_035328_020480.jpg,context/s9bce2e_035328_020480.jpg
s9bce2e_f05,s9bce2e,43,5,R26-041-1,unknown,P273-2026-02-13_Christina HE,unknown,test,uniform,24576,20992,512,5.467330890774152,images/s9bce2e_024576_020992.jpg,context/s9bce2e_024576_020992.jpg
s9bce2e_f06,s9bce2e,43,6,R26-041-1,unknown,P273-2026-02-13_Christina HE,unknown,test,uniform,29696,21504,512,4.28658176725679,images/s9bce2e_029696_021504.jpg,context/s9bce2e_029696_021504.jpg
s9bce2e_f07,s9bce2e,43,7,R26-041-1,unknown,P273-2026-02-13_Christina HE,unknown,test,uniform,24064,20480,512,3.114616500557098,images/s9bce2e_024064_020480.jpg,context/s9bce2e_024064_020480.jpg
s9bce2e_f08,s9bce2e,43,8,R26-041-1,unknown,P273-2026-02-13_Christina HE,unknown,test,uniform,14336,22016,512,2.9873406696984453,images/s9bce2e_014336_022016.jpg,context/s9bce2e_014336_022016.jpg
s9bce2e_f09,s9bce2e,43,9,R26-041-1,unknown,P273-2026-02-13_Christina HE,unknown,test,uniform,26624,20992,512,2.3755593586983683,images/s9bce2e_026624_020992.jpg,context/s9bce2e_026624_020992.jpg
s9bce2e_f10,s9bce2e,43,10,R26-041-1,unknown,P273-2026-02-13_Christina HE,unknown,test,uniform,44032,21504,512,3.73402707444499,images/s9bce2e_044032_021504.jpg,context/s9bce2e_044032_021504.jpg
s9bce2e_f11,s9bce2e,43,11,R26-041-1,unknown,P273-2026-02-13_Christina HE,unknown,test,uniform,8192,20992,512,4.189334001633932,images/s9bce2e_008192_020992.jpg,context/s9bce2e_008192_020992.jpg
s9bce2e_f12,s9bce2e,43,12,R26-041-1,unknown,P273-2026-02-13_Christina HE,unknown,test,uniform,7680,20480,512,5.024574461804788,images/s9bce2e_007680_020480.jpg,context/s9bce2e_007680_020480.jpg
s9bce2e_f13,s9bce2e,43,13,R26-041-1,unknown,P273-2026-02-13_Christina HE,unknown,test,uniform,30720,20480,512,5.760403390936977,images/s9bce2e_030720_020480.jpg,context/s9bce2e_030720_020480.jpg
s9bce2e_f14,s9bce2e,43,14,R26-041-1,unknown,P273-2026-02-13_Christina HE,unknown,test,uniform,46592,21504,512,3.180116943688926,images/s9bce2e_046592_021504.jpg,context/s9bce2e_046592_021504.jpg
s9bce2e_f15,s9bce2e,43,15,R26-041-1,unknown,P273-2026-02-13_Christina HE,unknown,test,uniform,19968,21504,512,9.210428847829569,images/s9bce2e_019968_021504.jpg,context/s9bce2e_019968_021504.jpg
s9bce2e_f16,s9bce2e,43,16,R26-041-1,unknown,P273-2026-02-13_Christina HE,unknown,test,uniform,11776,22016,512,2.644092707263554,images/s9bce2e_011776_022016.jpg,context/s9bce2e_011776_022016.jpg
s9bce2e_f17,s9bce2e,43,17,R26-041-1,unknown,P273-2026-02-13_Christina HE,unknown,test,repeat,35328,20480,512,6.335277537932709,images/s9bce2e_035328_020480.jpg,context/s9bce2e_035328_020480.jpg
s9bce2e_f18,s9bce2e,43,18,R26-041-1,unknown,P273-2026-02-13_Christina HE,unknown,test,repeat,19968,21504,512,9.210428847829569,images/s9bce2e_019968_021504.jpg,context/s9bce2e_019968_021504.jpg
s2a8a88_f01,s2a8a88,44,1,R25-264-22,MASH,2025-08-25HE,unknown,train,uniform,20480,25088,512,,images/s2a8a88_020480_025088.jpg,context/s2a8a88_020480_025088.jpg
s2a8a88_f02,s2a8a88,44,2,R25-264-22,MASH,2025-08-25HE,unknown,train,uniform,19456,10240,512,,images/s2a8a88_019456_010240.jpg,context/s2a8a88_019456_010240.jpg
s2a8a88_f03,s2a8a88,44,3,R25-264-22,MASH,2025-08-25HE,unknown,train,uniform,32768,11264,512,,images/s2a8a88_032768_011264.jpg,context/s2a8a88_032768_011264.jpg
s2a8a88_f04,s2a8a88,44,4,R25-264-22,MASH,2025-08-25HE,unknown,train,uniform,30720,10752,512,,images/s2a8a88_030720_010752.jpg,context/s2a8a88_030720_010752.jpg
s2a8a88_f05,s2a8a88,44,5,R25-264-22,MASH,2025-08-25HE,unknown,train,uniform,25088,22016,512,,images/s2a8a88_025088_022016.jpg,context/s2a8a88_025088_022016.jpg
s2a8a88_f06,s2a8a88,44,6,R25-264-22,MASH,2025-08-25HE,unknown,train,uniform,3584,7680,512,,images/s2a8a88_003584_007680.jpg,context/s2a8a88_003584_007680.jpg
s2a8a88_f07,s2a8a88,44,7,R25-264-22,MASH,2025-08-25HE,unknown,train,uniform,21504,1024,512,,images/s2a8a88_021504_001024.jpg,context/s2a8a88_021504_001024.jpg
s2a8a88_f08,s2a8a88,44,8,R25-264-22,MASH,2025-08-25HE,unknown,train,uniform,16384,19456,512,,images/s2a8a88_016384_019456.jpg,context/s2a8a88_016384_019456.jpg
s2a8a88_f09,s2a8a88,44,9,R25-264-22,MASH,2025-08-25HE,unknown,train,uniform,35328,20992,512,,images/s2a8a88_035328_020992.jpg,context/s2a8a88_035328_020992.jpg
s2a8a88_f10,s2a8a88,44,10,R25-264-22,MASH,2025-08-25HE,unknown,train,uniform,31232,15872,512,,images/s2a8a88_031232_015872.jpg,context/s2a8a88_031232_015872.jpg
s2a8a88_f11,s2a8a88,44,11,R25-264-22,MASH,2025-08-25HE,unknown,train,uniform,24576,7680,512,,images/s2a8a88_024576_007680.jpg,context/s2a8a88_024576_007680.jpg
s2a8a88_f12,s2a8a88,44,12,R25-264-22,MASH,2025-08-25HE,unknown,train,uniform,28160,14336,512,,images/s2a8a88_028160_014336.jpg,context/s2a8a88_028160_014336.jpg
s2a8a88_f13,s2a8a88,44,13,R25-264-22,MASH,2025-08-25HE,unknown,train,uniform,24064,4096,512,,images/s2a8a88_024064_004096.jpg,context/s2a8a88_024064_004096.jpg
s2a8a88_f14,s2a8a88,44,14,R25-264-22,MASH,2025-08-25HE,unknown,train,uniform,23040,23040,512,,images/s2a8a88_023040_023040.jpg,context/s2a8a88_023040_023040.jpg
s2a8a88_f15,s2a8a88,44,15,R25-264-22,MASH,2025-08-25HE,unknown,train,uniform,18432,24064,512,,images/s2a8a88_018432_024064.jpg,context/s2a8a88_018432_024064.jpg
s2a8a88_f16,s2a8a88,44,16,R25-264-22,MASH,2025-08-25HE,unknown,train,uniform,32256,16896,512,,images/s2a8a88_032256_016896.jpg,context/s2a8a88_032256_016896.jpg
s2a8a88_f17,s2a8a88,44,17,R25-264-22,MASH,2025-08-25HE,unknown,train,repeat,24064,4096,512,,images/s2a8a88_024064_004096.jpg,context/s2a8a88_024064_004096.jpg
s2a8a88_f18,s2a8a88,44,18,R25-264-22,MASH,2025-08-25HE,unknown,train,repeat,32768,11264,512,,images/s2a8a88_032768_011264.jpg,context/s2a8a88_032768_011264.jpg
sd6bf43_f01,sd6bf43,45,1,R26-122-16_HE_86,CCl4,2026-04-20_CCl4_HE,unknown,train,uniform,16384,3584,512,,images/sd6bf43_016384_003584.jpg,context/sd6bf43_016384_003584.jpg
sd6bf43_f02,sd6bf43,45,2,R26-122-16_HE_86,CCl4,2026-04-20_CCl4_HE,unknown,train,uniform,4608,22528,512,,images/sd6bf43_004608_022528.jpg,context/sd6bf43_004608_022528.jpg
sd6bf43_f03,sd6bf43,45,3,R26-122-16_HE_86,CCl4,2026-04-20_CCl4_HE,unknown,train,uniform,13312,22528,512,,images/sd6bf43_013312_022528.jpg,context/sd6bf43_013312_022528.jpg
sd6bf43_f04,sd6bf43,45,4,R26-122-16_HE_86,CCl4,2026-04-20_CCl4_HE,unknown,train,uniform,18432,18432,512,,images/sd6bf43_018432_018432.jpg,context/sd6bf43_018432_018432.jpg
sd6bf43_f05,sd6bf43,45,5,R26-122-16_HE_86,CCl4,2026-04-20_CCl4_HE,unknown,train,uniform,12800,13312,512,,images/sd6bf43_012800_013312.jpg,context/sd6bf43_012800_013312.jpg
sd6bf43_f06,sd6bf43,45,6,R26-122-16_HE_86,CCl4,2026-04-20_CCl4_HE,unknown,train,uniform,15872,10752,512,,images/sd6bf43_015872_010752.jpg,context/sd6bf43_015872_010752.jpg
sd6bf43_f07,sd6bf43,45,7,R26-122-16_HE_86,CCl4,2026-04-20_CCl4_HE,unknown,train,uniform,14848,19968,512,,images/sd6bf43_014848_019968.jpg,context/sd6bf43_014848_019968.jpg
sd6bf43_f08,sd6bf43,45,8,R26-122-16_HE_86,CCl4,2026-04-20_CCl4_HE,unknown,train,uniform,7168,17920,512,,images/sd6bf43_007168_017920.jpg,context/sd6bf43_007168_017920.jpg
sd6bf43_f09,sd6bf43,45,9,R26-122-16_HE_86,CCl4,2026-04-20_CCl4_HE,unknown,train,uniform,20992,6656,512,,images/sd6bf43_020992_006656.jpg,context/sd6bf43_020992_006656.jpg
sd6bf43_f10,sd6bf43,45,10,R26-122-16_HE_86,CCl4,2026-04-20_CCl4_HE,unknown,train,uniform,6144,23040,512,,images/sd6bf43_006144_023040.jpg,context/sd6bf43_006144_023040.jpg
sd6bf43_f11,sd6bf43,45,11,R26-122-16_HE_86,CCl4,2026-04-20_CCl4_HE,unknown,train,uniform,22016,8704,512,,images/sd6bf43_022016_008704.jpg,context/sd6bf43_022016_008704.jpg
sd6bf43_f12,sd6bf43,45,12,R26-122-16_HE_86,CCl4,2026-04-20_CCl4_HE,unknown,train,uniform,11776,14336,512,,images/sd6bf43_011776_014336.jpg,context/sd6bf43_011776_014336.jpg
sd6bf43_f13,sd6bf43,45,13,R26-122-16_HE_86,CCl4,2026-04-20_CCl4_HE,unknown,train,uniform,13824,20480,512,,images/sd6bf43_013824_020480.jpg,context/sd6bf43_013824_020480.jpg
sd6bf43_f14,sd6bf43,45,14,R26-122-16_HE_86,CCl4,2026-04-20_CCl4_HE,unknown,train,uniform,22528,11264,512,,images/sd6bf43_022528_011264.jpg,context/sd6bf43_022528_011264.jpg
sd6bf43_f15,sd6bf43,45,15,R26-122-16_HE_86,CCl4,2026-04-20_CCl4_HE,unknown,train,uniform,13312,15360,512,,images/sd6bf43_013312_015360.jpg,context/sd6bf43_013312_015360.jpg
sd6bf43_f16,sd6bf43,45,16,R26-122-16_HE_86,CCl4,2026-04-20_CCl4_HE,unknown,train,uniform,9728,13312,512,,images/sd6bf43_009728_013312.jpg,context/sd6bf43_009728_013312.jpg
sd6bf43_f17,sd6bf43,45,17,R26-122-16_HE_86,CCl4,2026-04-20_CCl4_HE,unknown,train,repeat,20992,6656,512,,images/sd6bf43_020992_006656.jpg,context/sd6bf43_020992_006656.jpg
sd6bf43_f18,sd6bf43,45,18,R26-122-16_HE_86,CCl4,2026-04-20_CCl4_HE,unknown,train,repeat,22016,8704,512,,images/sd6bf43_022016_008704.jpg,context/sd6bf43_022016_008704.jpg
scc3107_f01,scc3107,46,1,R22-354_8_WT-NASH2,ACLY656,2025-03-28_Celina 656D H&E,nash,train,uniform,11264,7680,512,,images/scc3107_011264_007680.jpg,context/scc3107_011264_007680.jpg
scc3107_f02,scc3107,46,2,R22-354_8_WT-NASH2,ACLY656,2025-03-28_Celina 656D H&E,nash,train,uniform,19968,11776,512,,images/scc3107_019968_011776.jpg,context/scc3107_019968_011776.jpg
scc3107_f03,scc3107,46,3,R22-354_8_WT-NASH2,ACLY656,2025-03-28_Celina 656D H&E,nash,train,uniform,31744,24576,512,,images/scc3107_031744_024576.jpg,context/scc3107_031744_024576.jpg
scc3107_f04,scc3107,46,4,R22-354_8_WT-NASH2,ACLY656,2025-03-28_Celina 656D H&E,nash,train,uniform,32768,18432,512,,images/scc3107_032768_018432.jpg,context/scc3107_032768_018432.jpg
scc3107_f05,scc3107,46,5,R22-354_8_WT-NASH2,ACLY656,2025-03-28_Celina 656D H&E,nash,train,uniform,18944,16896,512,,images/scc3107_018944_016896.jpg,context/scc3107_018944_016896.jpg
scc3107_f06,scc3107,46,6,R22-354_8_WT-NASH2,ACLY656,2025-03-28_Celina 656D H&E,nash,train,uniform,11776,22528,512,,images/scc3107_011776_022528.jpg,context/scc3107_011776_022528.jpg
scc3107_f07,scc3107,46,7,R22-354_8_WT-NASH2,ACLY656,2025-03-28_Celina 656D H&E,nash,train,uniform,15872,10752,512,,images/scc3107_015872_010752.jpg,context/scc3107_015872_010752.jpg
scc3107_f08,scc3107,46,8,R22-354_8_WT-NASH2,ACLY656,2025-03-28_Celina 656D H&E,nash,train,uniform,20480,32256,512,,images/scc3107_020480_032256.jpg,context/scc3107_020480_032256.jpg
scc3107_f09,scc3107,46,9,R22-354_8_WT-NASH2,ACLY656,2025-03-28_Celina 656D H&E,nash,train,uniform,14848,17920,512,,images/scc3107_014848_017920.jpg,context/scc3107_014848_017920.jpg
scc3107_f10,scc3107,46,10,R22-354_8_WT-NASH2,ACLY656,2025-03-28_Celina 656D H&E,nash,train,uniform,19968,12800,512,,images/scc3107_019968_012800.jpg,context/scc3107_019968_012800.jpg
scc3107_f11,scc3107,46,11,R22-354_8_WT-NASH2,ACLY656,2025-03-28_Celina 656D H&E,nash,train,uniform,23552,31232,512,,images/scc3107_023552_031232.jpg,context/scc3107_023552_031232.jpg
scc3107_f12,scc3107,46,12,R22-354_8_WT-NASH2,ACLY656,2025-03-28_Celina 656D H&E,nash,train,uniform,16384,26112,512,,images/scc3107_016384_026112.jpg,context/scc3107_016384_026112.jpg
scc3107_f13,scc3107,46,13,R22-354_8_WT-NASH2,ACLY656,2025-03-28_Celina 656D H&E,nash,train,uniform,24576,13824,512,,images/scc3107_024576_013824.jpg,context/scc3107_024576_013824.jpg
scc3107_f14,scc3107,46,14,R22-354_8_WT-NASH2,ACLY656,2025-03-28_Celina 656D H&E,nash,train,uniform,32768,22016,512,,images/scc3107_032768_022016.jpg,context/scc3107_032768_022016.jpg
scc3107_f15,scc3107,46,15,R22-354_8_WT-NASH2,ACLY656,2025-03-28_Celina 656D H&E,nash,train,uniform,14336,7168,512,,images/scc3107_014336_007168.jpg,context/scc3107_014336_007168.jpg
scc3107_f16,scc3107,46,16,R22-354_8_WT-NASH2,ACLY656,2025-03-28_Celina 656D H&E,nash,train,uniform,23040,13312,512,,images/scc3107_023040_013312.jpg,context/scc3107_023040_013312.jpg
scc3107_f17,scc3107,46,17,R22-354_8_WT-NASH2,ACLY656,2025-03-28_Celina 656D H&E,nash,train,repeat,23552,31232,512,,images/scc3107_023552_031232.jpg,context/scc3107_023552_031232.jpg
scc3107_f18,scc3107,46,18,R22-354_8_WT-NASH2,ACLY656,2025-03-28_Celina 656D H&E,nash,train,repeat,11264,7680,512,,images/scc3107_011264_007680.jpg,context/scc3107_011264_007680.jpg
s7fc07a_f01,s7fc07a,47,1,R25-079_7_HE,unknown,2025-03-07_Jaya HE,unknown,train,uniform,25600,23552,512,,images/s7fc07a_025600_023552.jpg,context/s7fc07a_025600_023552.jpg
s7fc07a_f02,s7fc07a,47,2,R25-079_7_HE,unknown,2025-03-07_Jaya HE,unknown,train,uniform,29696,15360,512,,images/s7fc07a_029696_015360.jpg,context/s7fc07a_029696_015360.jpg
s7fc07a_f03,s7fc07a,47,3,R25-079_7_HE,unknown,2025-03-07_Jaya HE,unknown,train,uniform,4608,23552,512,,images/s7fc07a_004608_023552.jpg,context/s7fc07a_004608_023552.jpg
s7fc07a_f04,s7fc07a,47,4,R25-079_7_HE,unknown,2025-03-07_Jaya HE,unknown,train,uniform,17920,24576,512,,images/s7fc07a_017920_024576.jpg,context/s7fc07a_017920_024576.jpg
s7fc07a_f05,s7fc07a,47,5,R25-079_7_HE,unknown,2025-03-07_Jaya HE,unknown,train,uniform,3072,25600,512,,images/s7fc07a_003072_025600.jpg,context/s7fc07a_003072_025600.jpg
s7fc07a_f06,s7fc07a,47,6,R25-079_7_HE,unknown,2025-03-07_Jaya HE,unknown,train,uniform,37888,29696,512,,images/s7fc07a_037888_029696.jpg,context/s7fc07a_037888_029696.jpg
s7fc07a_f07,s7fc07a,47,7,R25-079_7_HE,unknown,2025-03-07_Jaya HE,unknown,train,uniform,30720,25088,512,,images/s7fc07a_030720_025088.jpg,context/s7fc07a_030720_025088.jpg
s7fc07a_f08,s7fc07a,47,8,R25-079_7_HE,unknown,2025-03-07_Jaya HE,unknown,train,uniform,40960,29696,512,,images/s7fc07a_040960_029696.jpg,context/s7fc07a_040960_029696.jpg
s7fc07a_f09,s7fc07a,47,9,R25-079_7_HE,unknown,2025-03-07_Jaya HE,unknown,train,uniform,19456,11776,512,,images/s7fc07a_019456_011776.jpg,context/s7fc07a_019456_011776.jpg
s7fc07a_f10,s7fc07a,47,10,R25-079_7_HE,unknown,2025-03-07_Jaya HE,unknown,train,uniform,12800,16896,512,,images/s7fc07a_012800_016896.jpg,context/s7fc07a_012800_016896.jpg
s7fc07a_f11,s7fc07a,47,11,R25-079_7_HE,unknown,2025-03-07_Jaya HE,unknown,train,uniform,29184,10752,512,,images/s7fc07a_029184_010752.jpg,context/s7fc07a_029184_010752.jpg
s7fc07a_f12,s7fc07a,47,12,R25-079_7_HE,unknown,2025-03-07_Jaya HE,unknown,train,uniform,37888,34816,512,,images/s7fc07a_037888_034816.jpg,context/s7fc07a_037888_034816.jpg
s7fc07a_f13,s7fc07a,47,13,R25-079_7_HE,unknown,2025-03-07_Jaya HE,unknown,train,uniform,13824,29184,512,,images/s7fc07a_013824_029184.jpg,context/s7fc07a_013824_029184.jpg
s7fc07a_f14,s7fc07a,47,14,R25-079_7_HE,unknown,2025-03-07_Jaya HE,unknown,train,uniform,40960,20992,512,,images/s7fc07a_040960_020992.jpg,context/s7fc07a_040960_020992.jpg
s7fc07a_f15,s7fc07a,47,15,R25-079_7_HE,unknown,2025-03-07_Jaya HE,unknown,train,uniform,30720,6656,512,,images/s7fc07a_030720_006656.jpg,context/s7fc07a_030720_006656.jpg
s7fc07a_f16,s7fc07a,47,16,R25-079_7_HE,unknown,2025-03-07_Jaya HE,unknown,train,uniform,38912,14336,512,,images/s7fc07a_038912_014336.jpg,context/s7fc07a_038912_014336.jpg
s7fc07a_f17,s7fc07a,47,17,R25-079_7_HE,unknown,2025-03-07_Jaya HE,unknown,train,repeat,30720,6656,512,,images/s7fc07a_030720_006656.jpg,context/s7fc07a_030720_006656.jpg
s7fc07a_f18,s7fc07a,47,18,R25-079_7_HE,unknown,2025-03-07_Jaya HE,unknown,train,repeat,4608,23552,512,,images/s7fc07a_004608_023552.jpg,context/s7fc07a_004608_023552.jpg
s202c9a_f01,s202c9a,48,1,R25-151_20_HE,unknown,2025-04-29HE,unknown,train,uniform,29696,7680,512,,images/s202c9a_029696_007680.jpg,context/s202c9a_029696_007680.jpg
s202c9a_f02,s202c9a,48,2,R25-151_20_HE,unknown,2025-04-29HE,unknown,train,uniform,22528,17920,512,,images/s202c9a_022528_017920.jpg,context/s202c9a_022528_017920.jpg
s202c9a_f03,s202c9a,48,3,R25-151_20_HE,unknown,2025-04-29HE,unknown,train,uniform,13312,5632,512,,images/s202c9a_013312_005632.jpg,context/s202c9a_013312_005632.jpg
s202c9a_f04,s202c9a,48,4,R25-151_20_HE,unknown,2025-04-29HE,unknown,train,uniform,20480,15872,512,,images/s202c9a_020480_015872.jpg,context/s202c9a_020480_015872.jpg
s202c9a_f05,s202c9a,48,5,R25-151_20_HE,unknown,2025-04-29HE,unknown,train,uniform,23040,22016,512,,images/s202c9a_023040_022016.jpg,context/s202c9a_023040_022016.jpg
s202c9a_f06,s202c9a,48,6,R25-151_20_HE,unknown,2025-04-29HE,unknown,train,uniform,16384,3584,512,,images/s202c9a_016384_003584.jpg,context/s202c9a_016384_003584.jpg
s202c9a_f07,s202c9a,48,7,R25-151_20_HE,unknown,2025-04-29HE,unknown,train,uniform,11776,6144,512,,images/s202c9a_011776_006144.jpg,context/s202c9a_011776_006144.jpg
s202c9a_f08,s202c9a,48,8,R25-151_20_HE,unknown,2025-04-29HE,unknown,train,uniform,15872,7680,512,,images/s202c9a_015872_007680.jpg,context/s202c9a_015872_007680.jpg
s202c9a_f09,s202c9a,48,9,R25-151_20_HE,unknown,2025-04-29HE,unknown,train,uniform,33792,19456,512,,images/s202c9a_033792_019456.jpg,context/s202c9a_033792_019456.jpg
s202c9a_f10,s202c9a,48,10,R25-151_20_HE,unknown,2025-04-29HE,unknown,train,uniform,16896,8192,512,,images/s202c9a_016896_008192.jpg,context/s202c9a_016896_008192.jpg
s202c9a_f11,s202c9a,48,11,R25-151_20_HE,unknown,2025-04-29HE,unknown,train,uniform,29184,18432,512,,images/s202c9a_029184_018432.jpg,context/s202c9a_029184_018432.jpg
s202c9a_f12,s202c9a,48,12,R25-151_20_HE,unknown,2025-04-29HE,unknown,train,uniform,27136,15360,512,,images/s202c9a_027136_015360.jpg,context/s202c9a_027136_015360.jpg
s202c9a_f13,s202c9a,48,13,R25-151_20_HE,unknown,2025-04-29HE,unknown,train,uniform,24576,13312,512,,images/s202c9a_024576_013312.jpg,context/s202c9a_024576_013312.jpg
s202c9a_f14,s202c9a,48,14,R25-151_20_HE,unknown,2025-04-29HE,unknown,train,uniform,33792,21504,512,,images/s202c9a_033792_021504.jpg,context/s202c9a_033792_021504.jpg
s202c9a_f15,s202c9a,48,15,R25-151_20_HE,unknown,2025-04-29HE,unknown,train,uniform,35840,17920,512,,images/s202c9a_035840_017920.jpg,context/s202c9a_035840_017920.jpg
s202c9a_f16,s202c9a,48,16,R25-151_20_HE,unknown,2025-04-29HE,unknown,train,uniform,28672,26624,512,,images/s202c9a_028672_026624.jpg,context/s202c9a_028672_026624.jpg
s202c9a_f17,s202c9a,48,17,R25-151_20_HE,unknown,2025-04-29HE,unknown,train,repeat,22528,17920,512,,images/s202c9a_022528_017920.jpg,context/s202c9a_022528_017920.jpg
s202c9a_f18,s202c9a,48,18,R25-151_20_HE,unknown,2025-04-29HE,unknown,train,repeat,33792,21504,512,,images/s202c9a_033792_021504.jpg,context/s202c9a_033792_021504.jpg
s1f90cf_f01,s1f90cf,49,1,R25-223-23_HE,unknown,2025-07-09_Evelyn_HE,unknown,test,uniform,15360,22528,512,,images/s1f90cf_015360_022528.jpg,context/s1f90cf_015360_022528.jpg
s1f90cf_f02,s1f90cf,49,2,R25-223-23_HE,unknown,2025-07-09_Evelyn_HE,unknown,test,uniform,7680,18432,512,,images/s1f90cf_007680_018432.jpg,context/s1f90cf_007680_018432.jpg
s1f90cf_f03,s1f90cf,49,3,R25-223-23_HE,unknown,2025-07-09_Evelyn_HE,unknown,test,uniform,11776,22016,512,,images/s1f90cf_011776_022016.jpg,context/s1f90cf_011776_022016.jpg
s1f90cf_f04,s1f90cf,49,4,R25-223-23_HE,unknown,2025-07-09_Evelyn_HE,unknown,test,uniform,31232,11264,512,,images/s1f90cf_031232_011264.jpg,context/s1f90cf_031232_011264.jpg
s1f90cf_f05,s1f90cf,49,5,R25-223-23_HE,unknown,2025-07-09_Evelyn_HE,unknown,test,uniform,37888,4608,512,,images/s1f90cf_037888_004608.jpg,context/s1f90cf_037888_004608.jpg
s1f90cf_f06,s1f90cf,49,6,R25-223-23_HE,unknown,2025-07-09_Evelyn_HE,unknown,test,uniform,34816,2048,512,,images/s1f90cf_034816_002048.jpg,context/s1f90cf_034816_002048.jpg
s1f90cf_f07,s1f90cf,49,7,R25-223-23_HE,unknown,2025-07-09_Evelyn_HE,unknown,test,uniform,10752,26624,512,,images/s1f90cf_010752_026624.jpg,context/s1f90cf_010752_026624.jpg
s1f90cf_f08,s1f90cf,49,8,R25-223-23_HE,unknown,2025-07-09_Evelyn_HE,unknown,test,uniform,33280,20480,512,,images/s1f90cf_033280_020480.jpg,context/s1f90cf_033280_020480.jpg
s1f90cf_f09,s1f90cf,49,9,R25-223-23_HE,unknown,2025-07-09_Evelyn_HE,unknown,test,uniform,30720,24064,512,,images/s1f90cf_030720_024064.jpg,context/s1f90cf_030720_024064.jpg
s1f90cf_f10,s1f90cf,49,10,R25-223-23_HE,unknown,2025-07-09_Evelyn_HE,unknown,test,uniform,40960,7168,512,,images/s1f90cf_040960_007168.jpg,context/s1f90cf_040960_007168.jpg
