order,tile_id,slide,image,context,tile_um,context_um,core_box,dup_of
323,R25-264-34_x034816_y011776,R25-264-34,images/R25-264-34_x034816_y011776.png,context/R25-264-34_x034816_y011776.jpg,253.6,760.8,341 341 341 341,
324,R25-264-31_x008192_y016896,R25-264-31,images/R25-264-31_x008192_y016896.png,context/R25-264-31_x008192_y016896.jpg,253.6,760.8,341 341 341 341,
325,R25-264-30_x013312_y008192,R25-264-30,images/R25-264-30_x013312_y008192.png,context/R25-264-30_x013312_y008192.jpg,253.6,760.8,341 341 341 341,
326,R25-264-30_x004096_y014336,R25-264-30,images/R25-264-30_x004096_y014336.png,context/R25-264-30_x004096_y014336.jpg,253.6,760.8,341 341 341 341,
327,R25-264-1_x020480_y020992,R25-264-1,images/R25-264-1_x020480_y020992.png,context/R25-264-1_x020480_y020992.jpg,253.6,760.8,341 341 341 341,
328,R26-122-15_HE_85_x009216_y009728,R26-122-15_HE_85,images/R26-122-15_HE_85_x009216_y009728.png,context/R26-122-15_HE_85_x009216_y009728.jpg,253.6,760.8,341 341 341 341,
329,R26-122-36_HE_95_x012288_y011776,R26-122-36_HE_95,images/R26-122-36_HE_95_x012288_y011776.png,context/R26-122-36_HE_95_x012288_y011776.jpg,253.6,760.8,341 341 341 341,
330,R25-264-32_x022016_y022016,R25-264-32,images/R25-264-32_x022016_y022016.png,context/R25-264-32_x022016_y022016.jpg,253.6,760.8,341 341 341 341,
331,R25-264-13_x032256_y023040,R25-264-13,images/R25-264-13_x032256_y023040.png,context/R25-264-13_x032256_y023040.jpg,253.6,760.8,341 341 341 341,
332,R25-264-33_x013312_y019968,R25-264-33,images/R25-264-33_x013312_y019968.png,context/R25-264-33_x013312_y019968.jpg,253.6,760.8,341 341 341 341,
333,R26-122-31_HE_98_x019456_y010752,R26-122-31_HE_98,images/R26-122-31_HE_98_x019456_y010752.png,context/R26-122-31_HE_98_x019456_y010752.jpg,253.6,760.8,341 341 341 341,
334,R25-264-11_x003584_y010240,R25-264-11,images/R25-264-11_x003584_y010240.png,context/R25-264-11_x003584_y010240.jpg,253.6,760.8,341 341 341 341,
335,R25-264-32_x040960_y022016,R25-264-32,images/R25-264-32_x040960_y022016.png,context/R25-264-32_x040960_y022016.jpg,253.6,760.8,341 341 341 341,
336,R25-264-31_x028672_y015360,R25-264-31,images/R25-264-31_x028672_y015360.png,context/R25-264-31_x028672_y015360.jpg,253.6,760.8,341 341 341 341,
337,R25-264-36_x035328_y016384,R25-264-36,images/R25-264-36_x035328_y016384.png,context/R25-264-36_x035328_y016384.jpg,253.6,760.8,341 341 341 341,
338,R25-264-12_x027648_y010752,R25-264-12,images/R25-264-12_x027648_y010752.png,context/R25-264-12_x027648_y010752.jpg,253.6,760.8,341 341 341 341,
339,R25-264-37_x023040_y009216,R25-264-37,images/R25-264-37_x023040_y009216.png,context/R25-264-37_x023040_y009216.jpg,253.6,760.8,341 341 341 341,
340,R25-264-33_x022016_y015360,R25-264-33,images/R25-264-33_x022016_y015360.png,context/R25-264-33_x022016_y015360.jpg,253.6,760.8,341 341 341 341,
341,R25-264-32_x005632_y019968,R25-264-32,images/R25-264-32_x005632_y019968.png,context/R25-264-32_x005632_y019968.jpg,253.6,760.8,341 341 341 341,
342,R25-264-12_x041984_y010752,R25-264-12,images/R25-264-12_x041984_y010752.png,context/R25-264-12_x041984_y010752.jpg,253.6,760.8,341 341 341 341,
343,R25-264-31_x008704_y009728,R25-264-31,images/R25-264-31_x008704_y009728.png,context/R25-264-31_x008704_y009728.jpg,253.6,760.8,341 341 341 341,
344,R26-122-31_HE_98_x018944_y011776,R26-122-31_HE_98,images/R26-122-31_HE_98_x018944_y011776.png,context/R26-122-31_HE_98_x018944_y011776.jpg,253.6,760.8,341 341 341 341,
345,R25-264-12_x017920_y011264,R25-264-12,images/R25-264-12_x017920_y011264.png,context/R25-264-12_x017920_y011264.jpg,253.6,760.8,341 341 341 341,
346,R25-264-32_x036864_y022016__r2,R25-264-32,images/R25-264-32_x036864_y022016.png,context/R25-264-32_x036864_y022016.jpg,253.6,760.8,341 341 341 341,R25-264-32_x036864_y022016
347,R25-264-32_x025600_y022528,R25-264-32,images/R25-264-32_x025600_y022528.png,context/R25-264-32_x025600_y022528.jpg,253.6,760.8,341 341 341 341,
348,R26-122-22_HE_106_x021504_y011264,R26-122-22_HE_106,images/R26-122-22_HE_106_x021504_y011264.png,context/R26-122-22_HE_106_x021504_y011264.jpg,253.6,760.8,341 341 341 341,
349,R25-264-37_x012800_y010240,R25-264-37,images/R25-264-37_x012800_y010240.png,context/R25-264-37_x012800_y010240.jpg,253.6,760.8,341 341 341 341,
350,R25-264-13_x009216_y023552,R25-264-13,images/R25-264-13_x009216_y023552.png,context/R25-264-13_x009216_y023552.jpg,253.6,760.8,341 341 341 341,
351,R25-264-30_x024576_y014336,R25-264-30,images/R25-264-30_x024576_y014336.png,context/R25-264-30_x024576_y014336.jpg,253.6,760.8,341 341 341 341,
352,R25-264-32_x031744_y010752,R25-264-32,images/R25-264-32_x031744_y010752.png,context/R25-264-32_x031744_y010752.jpg,253.6,760.8,341 341 341 341,
353,R26-122-2_HE_71_x015360_y011264,R26-122-2_HE_71,images/R26-122-2_HE_71_x015360_y011264.png,context/R26-122-2_HE_71_x015360_y011264.jpg,253.6,760.8,341 341 341 341,
354,R25-264-35_x024064_y009216,R25-264-35,images/R25-264-35_x024064_y009216.png,context/R25-264-35_x024064_y009216.jpg,253.6,760.8,341 341 341 341,
355,R25-264-37_x018944_y020992,R25-264-37,images/R25-264-37_x018944_y020992.png,context/R25-264-37_x018944_y020992.jpg,253.6,760.8,341 341 341 341,
356,R25-264-35_x022528_y019968,R25-264-35,images/R25-264-35_x022528_y019968.png,context/R25-264-35_x022528_y019968.jpg,253.6,760.8,341 341 341 341,
357,R25-264-13_x004096_y019456,R25-264-13,images/R25-264-13_x004096_y019456.png,context/R25-264-13_x004096_y019456.jpg,253.6,760.8,341 341 341 341,
358,R25-264-36_x032256_y011776,R25-264-36,images/R25-264-36_x032256_y011776.png,context/R25-264-36_x032256_y011776.jpg,253.6,760.8,341 341 341 341,
359,R25-264-31_x021504_y016896__r2,R25-264-31,images/R25-264-31_x021504_y016896.png,context/R25-264-31_x021504_y016896.jpg,253.6,760.8,341 341 341 341,R25-264-31_x021504_y016896
360,R26-122-29_HE_82_x009728_y011264__r2,R26-122-29_HE_82,images/R26-122-29_HE_82_x009728_y011264.png,context/R26-122-29_HE_82_x009728_y011264.jpg,253.6,760.8,341 341 341 341,R26-122-29_HE_82_x009728_y011264
361,R25-264-30_x027136_y008192,R25-264-30,images/R25-264-30_x027136_y008192.png,context/R25-264-30_x027136_y008192.jpg,253.6,760.8,341 341 341 341,
362,R26-122-34_HE_93_x020992_y012800,R26-122-34_HE_93,images/R26-122-34_HE_93_x020992_y012800.png,context/R26-122-34_HE_93_x020992_y012800.jpg,253.6,760.8,341 341 341 341,
363,R25-264-30_x042496_y026112,R25-264-30,images/R25-264-30_x042496_y026112.png,context/R25-264-30_x042496_y026112.jpg,253.6,760.8,341 341 341 341,
364,R25-264-1_x033280_y024064,R25-264-1,images/R25-264-1_x033280_y024064.png,context/R25-264-1_x033280_y024064.jpg,253.6,760.8,341 341 341 341,
365,R25-264-10_x020480_y006656,R25-264-10,images/R25-264-10_x020480_y006656.png,context/R25-264-10_x020480_y006656.jpg,253.6,760.8,341 341 341 341,
366,R25-264-34_x014336_y011776,R25-264-34,images/R25-264-34_x014336_y011776.png,context/R25-264-34_x014336_y011776.jpg,253.6,760.8,341 341 341 341,
367,R25-264-37_x028160_y009216,R25-264-37,images/R25-264-37_x028160_y009216.png,context/R25-264-37_x028160_y009216.jpg,253.6,760.8,341 341 341 341,
368,R25-264-36_x029184_y006656,R25-264-36,images/R25-264-36_x029184_y006656.png,context/R25-264-36_x029184_y006656.jpg,253.6,760.8,341 341 341 341,
369,R25-264-37_x016384_y020992,R25-264-37,images/R25-264-37_x016384_y020992.png,context/R25-264-37_x016384_y020992.jpg,253.6,760.8,341 341 341 341,
370,R25-264-3_x010752_y014848,R25-264-3,images/R25-264-3_x010752_y014848.png,context/R25-264-3_x010752_y014848.jpg,253.6,760.8,341 341 341 341,
371,R25-264-12_x004096_y022016,R25-264-12,images/R25-264-12_x004096_y022016.png,context/R25-264-12_x004096_y022016.jpg,253.6,760.8,341 341 341 341,
372,R25-264-12_x020480_y015360,R25-264-12,images/R25-264-12_x020480_y015360.png,context/R25-264-12_x020480_y015360.jpg,253.6,760.8,341 341 341 341,
373,R25-264-10_x022528_y016384,R25-264-10,images/R25-264-10_x022528_y016384.png,context/R25-264-10_x022528_y016384.jpg,253.6,760.8,341 341 341 341,
374,R25-264-12_x036352_y015360,R25-264-12,images/R25-264-12_x036352_y015360.png,context/R25-264-12_x036352_y015360.jpg,253.6,760.8,341 341 341 341,
375,R26-122-23_HE_91_x007680_y014848,R26-122-23_HE_91,images/R26-122-23_HE_91_x007680_y014848.png,context/R26-122-23_HE_91_x007680_y014848.jpg,253.6,760.8,341 341 341 341,
376,R25-264-33_x017920_y019456,R25-264-33,images/R25-264-33_x017920_y019456.png,context/R25-264-33_x017920_y019456.jpg,253.6,760.8,341 341 341 341,
377,R25-264-3_x017920_y007168,R25-264-3,images/R25-264-3_x017920_y007168.png,context/R25-264-3_x017920_y007168.jpg,253.6,760.8,341 341 341 341,
378,R26-122-3_HE_72_x012800_y010240,R26-122-3_HE_72,images/R26-122-3_HE_72_x012800_y010240.png,context/R26-122-3_HE_72_x012800_y010240.jpg,253.6,760.8,341 341 341 341,
379,R25-264-30_x032256_y026112,R25-264-30,images/R25-264-30_x032256_y026112.png,context/R25-264-30_x032256_y026112.jpg,253.6,760.8,341 341 341 341,
380,R25-264-35_x011264_y009728,R25-264-35,images/R25-264-35_x011264_y009728.png,context/R25-264-35_x011264_y009728.jpg,253.6,760.8,341 341 341 341,
381,R25-264-11_x006656_y011776,R25-264-11,images/R25-264-11_x006656_y011776.png,context/R25-264-11_x006656_y011776.jpg,253.6,760.8,341 341 341 341,
382,R25-264-33_x014336_y019968,R25-264-33,images/R25-264-33_x014336_y019968.png,context/R25-264-33_x014336_y019968.jpg,253.6,760.8,341 341 341 341,
383,R25-264-1_x023552_y021504,R25-264-1,images/R25-264-1_x023552_y021504.png,context/R25-264-1_x023552_y021504.jpg,253.6,760.8,341 341 341 341,
384,R25-264-32_x022528_y010752,R25-264-32,images/R25-264-32_x022528_y010752.png,context/R25-264-32_x022528_y010752.jpg,253.6,760.8,341 341 341 341,
385,R25-264-36_x008192_y016384,R25-264-36,images/R25-264-36_x008192_y016384.png,context/R25-264-36_x008192_y016384.jpg,253.6,760.8,341 341 341 341,
386,R25-264-10_x004608_y012288,R25-264-10,images/R25-264-10_x004608_y012288.png,context/R25-264-10_x004608_y012288.jpg,253.6,760.8,341 341 341 341,
387,R25-264-31_x014336_y010240,R25-264-31,images/R25-264-31_x014336_y010240.png,context/R25-264-31_x014336_y010240.jpg,253.6,760.8,341 341 341 341,
388,R25-264-12_x032768_y021504,R25-264-12,images/R25-264-12_x032768_y021504.png,context/R25-264-12_x032768_y021504.jpg,253.6,760.8,341 341 341 341,
389,R26-122-38_HE_97_x004096_y016384,R26-122-38_HE_97,images/R26-122-38_HE_97_x004096_y016384.png,context/R26-122-38_HE_97_x004096_y016384.jpg,253.6,760.8,341 341 341 341,
390,R25-264-35_x028160_y019968,R25-264-35,images/R25-264-35_x028160_y019968.png,context/R25-264-35_x028160_y019968.jpg,253.6,760.8,341 341 341 341,
391,R25-264-35_x033280_y015360,R25-264-35,images/R25-264-35_x033280_y015360.png,context/R25-264-35_x033280_y015360.jpg,253.6,760.8,341 341 341 341,
392,R25-264-13_x012288_y011776__r2,R25-264-13,images/R25-264-13_x012288_y011776.png,context/R25-264-13_x012288_y011776.jpg,253.6,760.8,341 341 341 341,R25-264-13_x012288_y011776
393,R25-264-3_x012800_y007680,R25-264-3,images/R25-264-3_x012800_y007680.png,context/R25-264-3_x012800_y007680.jpg,253.6,760.8,341 341 341 341,
394,R25-264-3_x032768_y020992,R25-264-3,images/R25-264-3_x032768_y020992.png,context/R25-264-3_x032768_y020992.jpg,253.6,760.8,341 341 341 341,
395,R25-264-10_x018944_y016384,R25-264-10,images/R25-264-10_x018944_y016384.png,context/R25-264-10_x018944_y016384.jpg,253.6,760.8,341 341 341 341,
396,R25-264-34_x008192_y011776,R25-264-34,images/R25-264-34_x008192_y011776.png,context/R25-264-34_x008192_y011776.jpg,253.6,760.8,341 341 341 341,
397,R25-264-13_x044032_y018944__r2,R25-264-13,images/R25-264-13_x044032_y018944.png,context/R25-264-13_x044032_y018944.jpg,253.6,760.8,341 341 341 341,R25-264-13_x044032_y018944
398,R25-264-34_x018432_y009728,R25-264-34,images/R25-264-34_x018432_y009728.png,context/R25-264-34_x018432_y009728.jpg,253.6,760.8,341 341 341 341,
399,R26-122-12_HE_81_x023040_y008704,R26-122-12_HE_81,images/R26-122-12_HE_81_x023040_y008704.png,context/R26-122-12_HE_81_x023040_y008704.jpg,253.6,760.8,341 341 341 341,
400,R25-264-10_x027136_y016384,R25-264-10,images/R25-264-10_x027136_y016384.png,context/R25-264-10_x027136_y016384.jpg,253.6,760.8,341 341 341 341,
401,R25-264-34_x019456_y011776,R25-264-34,images/R25-264-34_x019456_y011776.png,context/R25-264-34_x019456_y011776.jpg,253.6,760.8,341 341 341 341,
402,R26-122-36_HE_95_x010752_y011776,R26-122-36_HE_95,images/R26-122-36_HE_95_x010752_y011776.png,context/R26-122-36_HE_95_x010752_y011776.jpg,253.6,760.8,341 341 341 341,
403,R25-264-35_x013312_y019968,R25-264-35,images/R25-264-35_x013312_y019968.png,context/R25-264-35_x013312_y019968.jpg,253.6,760.8,341 341 341 341,
404,R25-264-1_x022528_y020480,R25-264-1,images/R25-264-1_x022528_y020480.png,context/R25-264-1_x022528_y020480.jpg,253.6,760.8,341 341 341 341,
405,R25-264-30_x029184_y008192,R25-264-30,images/R25-264-30_x029184_y008192.png,context/R25-264-30_x029184_y008192.jpg,253.6,760.8,341 341 341 341,
406,R25-264-31_x011264_y009728,R25-264-31,images/R25-264-31_x011264_y009728.png,context/R25-264-31_x011264_y009728.jpg,253.6,760.8,341 341 341 341,
407,R25-264-12_x015872_y022016,R25-264-12,images/R25-264-12_x015872_y022016.png,context/R25-264-12_x015872_y022016.jpg,253.6,760.8,341 341 341 341,
408,R25-264-33_x023552_y007680,R25-264-33,images/R25-264-33_x023552_y007680.png,context/R25-264-33_x023552_y007680.jpg,253.6,760.8,341 341 341 341,
409,R25-264-31_x028672_y019968,R25-264-31,images/R25-264-31_x028672_y019968.png,context/R25-264-31_x028672_y019968.jpg,253.6,760.8,341 341 341 341,
410,R25-264-30_x011264_y026624,R25-264-30,images/R25-264-30_x011264_y026624.png,context/R25-264-30_x011264_y026624.jpg,253.6,760.8,341 341 341 341,
411,R25-264-1_x022016_y021504,R25-264-1,images/R25-264-1_x022016_y021504.png,context/R25-264-1_x022016_y021504.jpg,253.6,760.8,341 341 341 341,
412,R25-264-12_x038912_y010752,R25-264-12,images/R25-264-12_x038912_y010752.png,context/R25-264-12_x038912_y010752.jpg,253.6,760.8,341 341 341 341,
413,R25-264-12_x038912_y014336,R25-264-12,images/R25-264-12_x038912_y014336.png,context/R25-264-12_x038912_y014336.jpg,253.6,760.8,341 341 341 341,
414,R26-122-36_HE_95_x022528_y014336,R26-122-36_HE_95,images/R26-122-36_HE_95_x022528_y014336.png,context/R26-122-36_HE_95_x022528_y014336.jpg,253.6,760.8,341 341 341 341,
415,R25-264-13_x024064_y011776,R25-264-13,images/R25-264-13_x024064_y011776.png,context/R25-264-13_x024064_y011776.jpg,253.6,760.8,341 341 341 341,
416,R25-264-1_x019456_y020480,R25-264-1,images/R25-264-1_x019456_y020480.png,context/R25-264-1_x019456_y020480.jpg,253.6,760.8,341 341 341 341,
417,R25-264-37_x024576_y010240,R25-264-37,images/R25-264-37_x024576_y010240.png,context/R25-264-37_x024576_y010240.jpg,253.6,760.8,341 341 341 341,
418,R25-264-12_x008192_y022016,R25-264-12,images/R25-264-12_x008192_y022016.png,context/R25-264-12_x008192_y022016.jpg,253.6,760.8,341 341 341 341,
419,R26-122-31_HE_98_x007168_y019456,R26-122-31_HE_98,images/R26-122-31_HE_98_x007168_y019456.png,context/R26-122-31_HE_98_x007168_y019456.jpg,253.6,760.8,341 341 341 341,
420,R26-122-22_HE_106_x011264_y011264,R26-122-22_HE_106,images/R26-122-22_HE_106_x011264_y011264.png,context/R26-122-22_HE_106_x011264_y011264.jpg,253.6,760.8,341 341 341 341,
421,R26-122-26_HE_107_x023040_y015872,R26-122-26_HE_107,images/R26-122-26_HE_107_x023040_y015872.png,context/R26-122-26_HE_107_x023040_y015872.jpg,253.6,760.8,341 341 341 341,
422,R26-122-2_HE_71_x015360_y013312,R26-122-2_HE_71,images/R26-122-2_HE_71_x015360_y013312.png,context/R26-122-2_HE_71_x015360_y013312.jpg,253.6,760.8,341 341 341 341,
423,R25-264-13_x008704_y011776,R25-264-13,images/R25-264-13_x008704_y011776.png,context/R25-264-13_x008704_y011776.jpg,253.6,760.8,341 341 341 341,
424,R26-122-2_HE_71_x009728_y009728,R26-122-2_HE_71,images/R26-122-2_HE_71_x009728_y009728.png,context/R26-122-2_HE_71_x009728_y009728.jpg,253.6,760.8,341 341 341 341,
425,R25-264-33_x019456_y019968,R25-264-33,images/R25-264-33_x019456_y019968.png,context/R25-264-33_x019456_y019968.jpg,253.6,760.8,341 341 341 341,
426,R26-122-22_HE_106_x014336_y011264,R26-122-22_HE_106,images/R26-122-22_HE_106_x014336_y011264.png,context/R26-122-22_HE_106_x014336_y011264.jpg,253.6,760.8,341 341 341 341,
427,R25-264-35_x008704_y025600,R25-264-35,images/R25-264-35_x008704_y025600.png,context/R25-264-35_x008704_y025600.jpg,253.6,760.8,341 341 341 341,
428,R25-264-37_x018944_y010240,R25-264-37,images/R25-264-37_x018944_y010240.png,context/R25-264-37_x018944_y010240.jpg,253.6,760.8,341 341 341 341,
429,R25-264-32_x008704_y011264,R25-264-32,images/R25-264-32_x008704_y011264.png,context/R25-264-32_x008704_y011264.jpg,253.6,760.8,341 341 341 341,
430,R25-264-30_x016896_y008192,R25-264-30,images/R25-264-30_x016896_y008192.png,context/R25-264-30_x016896_y008192.jpg,253.6,760.8,341 341 341 341,
431,R26-122-22_HE_106_x020992_y018432,R26-122-22_HE_106,images/R26-122-22_HE_106_x020992_y018432.png,context/R26-122-22_HE_106_x020992_y018432.jpg,253.6,760.8,341 341 341 341,
432,R25-264-13_x017920_y023552,R25-264-13,images/R25-264-13_x017920_y023552.png,context/R25-264-13_x017920_y023552.jpg,253.6,760.8,341 341 341 341,
433,R26-122-17_HE_101_x017920_y019968__r2,R26-122-17_HE_101,images/R26-122-17_HE_101_x017920_y019968.png,context/R26-122-17_HE_101_x017920_y019968.jpg,253.6,760.8,341 341 341 341,R26-122-17_HE_101_x017920_y019968
434,R25-264-12_x036352_y014336,R25-264-12,images/R25-264-12_x036352_y014336.png,context/R25-264-12_x036352_y014336.jpg,253.6,760.8,341 341 341 341,
435,R25-264-33_x009216_y015872,R25-264-33,images/R25-264-33_x009216_y015872.png,context/R25-264-33_x009216_y015872.jpg,253.6,760.8,341 341 341 341,
436,R25-264-35_x012800_y008704,R25-264-35,images/R25-264-35_x012800_y008704.png,context/R25-264-35_x012800_y008704.jpg,253.6,760.8,341 341 341 341,
437,R25-264-37_x029696_y007680,R25-264-37,images/R25-264-37_x029696_y007680.png,context/R25-264-37_x029696_y007680.jpg,253.6,760.8,341 341 341 341,
438,R26-122-9_HE_78_x006144_y012800,R26-122-9_HE_78,images/R26-122-9_HE_78_x006144_y012800.png,context/R26-122-9_HE_78_x006144_y012800.jpg,253.6,760.8,341 341 341 341,
439,R25-264-37_x006144_y020480,R25-264-37,images/R25-264-37_x006144_y020480.png,context/R25-264-37_x006144_y020480.jpg,253.6,760.8,341 341 341 341,
440,R26-122-36_HE_95_x023552_y012288,R26-122-36_HE_95,images/R26-122-36_HE_95_x023552_y012288.png,context/R26-122-36_HE_95_x023552_y012288.jpg,253.6,760.8,341 341 341 341,
441,R25-264-35_x026624_y019456,R25-264-35,images/R25-264-35_x026624_y019456.png,context/R25-264-35_x026624_y019456.jpg,253.6,760.8,341 341 341 341,
442,R25-264-33_x025600_y017408,R25-264-33,images/R25-264-33_x025600_y017408.png,context/R25-264-33_x025600_y017408.jpg,253.6,760.8,341 341 341 341,
443,R25-264-33_x028160_y007168,R25-264-33,images/R25-264-33_x028160_y007168.png,context/R25-264-33_x028160_y007168.jpg,253.6,760.8,341 341 341 341,
444,R25-264-34_x032768_y010752,R25-264-34,images/R25-264-34_x032768_y010752.png,context/R25-264-34_x032768_y010752.jpg,253.6,760.8,341 341 341 341,
445,R26-122-10_HE_79_x020992_y010752,R26-122-10_HE_79,images/R26-122-10_HE_79_x020992_y010752.png,context/R26-122-10_HE_79_x020992_y010752.jpg,253.6,760.8,341 341 341 341,
446,R25-264-35_x038912_y015360,R25-264-35,images/R25-264-35_x038912_y015360.png,context/R25-264-35_x038912_y015360.jpg,253.6,760.8,341 341 341 341,
447,R25-264-35_x025088_y008704,R25-264-35,images/R25-264-35_x025088_y008704.png,context/R25-264-35_x025088_y008704.jpg,253.6,760.8,341 341 341 341,
448,R26-122-10_HE_79_x026624_y009216,R26-122-10_HE_79,images/R26-122-10_HE_79_x026624_y009216.png,context/R26-122-10_HE_79_x026624_y009216.jpg,253.6,760.8,341 341 341 341,
449,R25-264-13_x032256_y018944,R25-264-13,images/R25-264-13_x032256_y018944.png,context/R25-264-13_x032256_y018944.jpg,253.6,760.8,341 341 341 341,
450,R25-264-34_x012800_y011776,R25-264-34,images/R25-264-34_x012800_y011776.png,context/R25-264-34_x012800_y011776.jpg,253.6,760.8,341 341 341 341,
451,R25-264-12_x022016_y014336,R25-264-12,images/R25-264-12_x022016_y014336.png,context/R25-264-12_x022016_y014336.jpg,253.6,760.8,341 341 341 341,
452,R25-264-30_x033280_y019968__r2,R25-264-30,images/R25-264-30_x033280_y019968.png,context/R25-264-30_x033280_y019968.jpg,253.6,760.8,341 341 341 341,R25-264-30_x033280_y019968
453,R25-264-32_x038912_y019456,R25-264-32,images/R25-264-32_x038912_y019456.png,context/R25-264-32_x038912_y019456.jpg,253.6,760.8,341 341 341 341,
454,R25-264-13_x048128_y018432,R25-264-13,images/R25-264-13_x048128_y018432.png,context/R25-264-13_x048128_y018432.jpg,253.6,760.8,341 341 341 341,
455,R25-264-3_x011776_y007168,R25-264-3,images/R25-264-3_x011776_y007168.png,context/R25-264-3_x011776_y007168.jpg,253.6,760.8,341 341 341 341,
456,R25-264-37_x027136_y007680,R25-264-37,images/R25-264-37_x027136_y007680.png,context/R25-264-37_x027136_y007680.jpg,253.6,760.8,341 341 341 341,
457,R25-264-36_x015360_y021504,R25-264-36,images/R25-264-36_x015360_y021504.png,context/R25-264-36_x015360_y021504.jpg,253.6,760.8,341 341 341 341,
458,R26-122-22_HE_106_x023040_y018432,R26-122-22_HE_106,images/R26-122-22_HE_106_x023040_y018432.png,context/R26-122-22_HE_106_x023040_y018432.jpg,253.6,760.8,341 341 341 341,
459,R25-264-11_x032256_y026112,R25-264-11,images/R25-264-11_x032256_y026112.png,context/R25-264-11_x032256_y026112.jpg,253.6,760.8,341 341 341 341,
460,R25-264-32_x017920_y011264,R25-264-32,images/R25-264-32_x017920_y011264.png,context/R25-264-32_x017920_y011264.jpg,253.6,760.8,341 341 341 341,
461,R26-122-19_HE_103_x006656_y019456__r2,R26-122-19_HE_103,images/R26-122-19_HE_103_x006656_y019456.png,context/R26-122-19_HE_103_x006656_y019456.jpg,253.6,760.8,341 341 341 341,R26-122-19_HE_103_x006656_y019456
462,R25-264-3_x024064_y027648,R25-264-3,images/R25-264-3_x024064_y027648.png,context/R25-264-3_x024064_y027648.jpg,253.6,760.8,341 341 341 341,
463,R25-264-12_x030720_y010752,R25-264-12,images/R25-264-12_x030720_y010752.png,context/R25-264-12_x030720_y010752.jpg,253.6,760.8,341 341 341 341,
464,R25-264-37_x024576_y020480,R25-264-37,images/R25-264-37_x024576_y020480.png,context/R25-264-37_x024576_y020480.jpg,253.6,760.8,341 341 341 341,
465,R25-264-3_x021504_y007680,R25-264-3,images/R25-264-3_x021504_y007680.png,context/R25-264-3_x021504_y007680.jpg,253.6,760.8,341 341 341 341,
466,R25-264-35_x013824_y025600,R25-264-35,images/R25-264-35_x013824_y025600.png,context/R25-264-35_x013824_y025600.jpg,253.6,760.8,341 341 341 341,
467,R26-122-19_HE_103_x013824_y019456__r2,R26-122-19_HE_103,images/R26-122-19_HE_103_x013824_y019456.png,context/R26-122-19_HE_103_x013824_y019456.jpg,253.6,760.8,341 341 341 341,R26-122-19_HE_103_x013824_y019456
468,R25-264-33_x020480_y019968,R25-264-33,images/R25-264-33_x020480_y019968.png,context/R25-264-33_x020480_y019968.jpg,253.6,760.8,341 341 341 341,
469,R25-264-36_x024064_y012288,R25-264-36,images/R25-264-36_x024064_y012288.png,context/R25-264-36_x024064_y012288.jpg,253.6,760.8,341 341 341 341,
470,R26-122-10_HE_79_x019968_y009216,R26-122-10_HE_79,images/R26-122-10_HE_79_x019968_y009216.png,context/R26-122-10_HE_79_x019968_y009216.jpg,253.6,760.8,341 341 341 341,
471,R25-264-37_x011776_y020992,R25-264-37,images/R25-264-37_x011776_y020992.png,context/R25-264-37_x011776_y020992.jpg,253.6,760.8,341 341 341 341,
472,R25-264-11_x018944_y012288,R25-264-11,images/R25-264-11_x018944_y012288.png,context/R25-264-11_x018944_y012288.jpg,253.6,760.8,341 341 341 341,
473,R25-264-36_x029696_y016384,R25-264-36,images/R25-264-36_x029696_y016384.png,context/R25-264-36_x029696_y016384.jpg,253.6,760.8,341 341 341 341,
474,R25-264-31_x014336_y016384,R25-264-31,images/R25-264-31_x014336_y016384.png,context/R25-264-31_x014336_y016384.jpg,253.6,760.8,341 341 341 341,
475,R26-122-22_HE_106_x007680_y017920,R26-122-22_HE_106,images/R26-122-22_HE_106_x007680_y017920.png,context/R26-122-22_HE_106_x007680_y017920.jpg,253.6,760.8,341 341 341 341,
476,R26-122-23_HE_91_x011776_y015360,R26-122-23_HE_91,images/R26-122-23_HE_91_x011776_y015360.png,context/R26-122-23_HE_91_x011776_y015360.jpg,253.6,760.8,341 341 341 341,
477,R25-264-30_x006144_y014336,R25-264-30,images/R25-264-30_x006144_y014336.png,context/R25-264-30_x006144_y014336.jpg,253.6,760.8,341 341 341 341,
478,R25-264-11_x009728_y026624,R25-264-11,images/R25-264-11_x009728_y026624.png,context/R25-264-11_x009728_y026624.jpg,253.6,760.8,341 341 341 341,
479,R25-264-11_x023040_y026624,R25-264-11,images/R25-264-11_x023040_y026624.png,context/R25-264-11_x023040_y026624.jpg,253.6,760.8,341 341 341 341,
480,R25-264-10_x013312_y006656,R25-264-10,images/R25-264-10_x013312_y006656.png,context/R25-264-10_x013312_y006656.jpg,253.6,760.8,341 341 341 341,
481,R25-264-11_x007680_y010240,R25-264-11,images/R25-264-11_x007680_y010240.png,context/R25-264-11_x007680_y010240.jpg,253.6,760.8,341 341 341 341,
482,R25-264-12_x007168_y015360,R25-264-12,images/R25-264-12_x007168_y015360.png,context/R25-264-12_x007168_y015360.jpg,253.6,760.8,341 341 341 341,
483,R26-122-26_HE_107_x007168_y016896,R26-122-26_HE_107,images/R26-122-26_HE_107_x007168_y016896.png,context/R26-122-26_HE_107_x007168_y016896.jpg,253.6,760.8,341 341 341 341,
484,R25-264-33_x026624_y007168,R25-264-33,images/R25-264-33_x026624_y007168.png,context/R25-264-33_x026624_y007168.jpg,253.6,760.8,341 341 341 341,
