tile_id,slide,cohort,diet,batch,split,band,score,score_pct,n_scored_cells,x,y,size,tissue_fraction,frame_tiles,frame_patches,dup_of,order
R25-264-33_x009216_y017920,R25-264-33,MASH,unknown,2025-08-25HE,train,upper,4.7032,87.65,3,9216,17920,512,1.0,,,,184
R25-264-32_x020480_y019456,R25-264-32,MASH,unknown,2025-08-25HE,test,anchor,,0.0,0,20480,19456,512,1.0,,,,185
R25-264-36_x026112_y011776,R25-264-36,MASH,unknown,2025-08-25HE,train,anchor,2.238,39.78,3,26112,11776,512,1.0,,,,186
R26-122-6_HE_75_x017408_y018432,R26-122-6_HE_75,CCl4,unknown,2026-04-20_CCl4_HE,train,upper,4.3176,85.55,5,17408,18432,512,1.0,,,,187
R25-264-12_x043008_y010752,R25-264-12,MASH,unknown,2025-08-25HE,test,low,,0.0,0,43008,10752,512,1.0,,,,188
R25-264-30_x017408_y019968,R25-264-30,MASH,unknown,2025-08-25HE,train,low,,0.0,0,17408,19968,512,1.0,,,,189
R25-264-34_x031744_y010752,R25-264-34,MASH,unknown,2025-08-25HE,train,high,3.8469,92.05,2,31744,10752,512,1.0,,,,190
R26-122-34_HE_93_x018432_y012288,R26-122-34_HE_93,CCl4,unknown,2026-04-20_CCl4_HE,test,high,5.4493,92.93,4,18432,12288,512,1.0,,,,191
R25-264-13_x029696_y011264,R25-264-13,MASH,unknown,2025-08-25HE,train,low,-3.094,1.6,1,29696,11264,512,1.0,,,,192
R25-264-34_x022016_y009728,R25-264-34,MASH,unknown,2025-08-25HE,train,mid,1.0147,44.34,3,22016,9728,512,1.0,,,,193
R25-264-34_x006144_y012288,R25-264-34,MASH,unknown,2025-08-25HE,train,mid,1.1923,48.32,3,6144,12288,512,1.0,,,,194
R25-264-37_x008704_y020480,R25-264-37,MASH,unknown,2025-08-25HE,train,high,5.6506,90.28,4,8704,20480,512,1.0,,,,195
R25-264-13_x015872_y023040,R25-264-13,MASH,unknown,2025-08-25HE,train,anchor,-0.3479,18.53,1,15872,23040,512,1.0,,,,196
R25-264-13_x045056_y018944,R25-264-13,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,45056,18944,512,1.0,,,,197
R25-264-11_x008704_y011776,R25-264-11,MASH,unknown,2025-08-25HE,train,upper,3.3969,73.23,4,8704,11776,512,1.0,,,,198
R25-264-37_x031744_y008704,R25-264-37,MASH,unknown,2025-08-25HE,train,high,7.7758,98.98,7,31744,8704,512,1.0,,,,199
R25-264-10_x014336_y006656,R25-264-10,MASH,unknown,2025-08-25HE,test,high,5.2884,92.61,6,14336,6656,512,1.0,,,,200
R25-264-11_x027136_y011264,R25-264-11,MASH,unknown,2025-08-25HE,train,low,-1.8546,4.84,1,27136,11264,512,1.0,,,,201
R25-264-10_x031744_y006656,R25-264-10,MASH,unknown,2025-08-25HE,test,anchor,3.9717,78.98,1,31744,6656,512,1.0,,,,202
R25-264-36_x033280_y020992,R25-264-36,MASH,unknown,2025-08-25HE,train,upper,4.8473,87.11,5,33280,20992,512,1.0,,,,203
R25-264-32_x036864_y022016,R25-264-32,MASH,unknown,2025-08-25HE,test,high,4.2407,90.11,2,36864,22016,512,1.0,,,,204
R25-264-37_x009728_y020992,R25-264-37,MASH,unknown,2025-08-25HE,train,mid,2.8618,48.08,11,9728,20992,512,1.0,,,,205
R25-264-30_x037376_y026112,R25-264-30,MASH,unknown,2025-08-25HE,train,low,-9.6499,0.79,1,37376,26112,512,1.0,,,,206
R26-122-22_HE_106_x015360_y010752,R26-122-22_HE_106,CCl4,unknown,2026-04-20_CCl4_HE,train,high,6.6001,95.24,12,15360,10752,512,1.0,,,,207
R25-264-13_x029184_y023040,R25-264-13,MASH,unknown,2025-08-25HE,train,high,4.6888,94.25,3,29184,23040,512,1.0,,,,208
R25-264-37_x023040_y020480,R25-264-37,MASH,unknown,2025-08-25HE,train,high,7.2845,98.21,6,23040,20480,512,1.0,,,,209
R25-264-33_x011776_y015360,R25-264-33,MASH,unknown,2025-08-25HE,train,high,5.4517,94.12,1,11776,15360,512,1.0,,,,210
R25-264-1_x011264_y021504,R25-264-1,MASH,unknown,2025-08-25HE,train,upper,0.7561,70.24,2,11264,21504,512,1.0,,,,211
R25-264-3_x018432_y027648,R25-264-3,MASH,unknown,2025-08-25HE,train,upper,4.2284,86.82,2,18432,27648,512,1.0,,,,212
R25-264-32_x033280_y022016,R25-264-32,MASH,unknown,2025-08-25HE,test,anchor,,0.0,0,33280,22016,512,1.0,,,,213
R26-122-31_HE_98_x020992_y009728,R26-122-31_HE_98,CCl4,unknown,2026-04-20_CCl4_HE,test,high,6.261,99.45,3,20992,9728,512,1.0,,,,214
R25-264-33_x024064_y014848,R25-264-33,MASH,unknown,2025-08-25HE,train,upper,4.4493,84.12,4,24064,14848,512,1.0,,,,215
R25-264-1_x009728_y024064,R25-264-1,MASH,unknown,2025-08-25HE,train,mid,0.0138,52.98,1,9728,24064,512,1.0,,,,216
R25-264-3_x015360_y014336,R25-264-3,MASH,unknown,2025-08-25HE,train,mid,2.6395,64.53,2,15360,14336,512,1.0,,,,217
R25-264-30_x017920_y026112,R25-264-30,MASH,unknown,2025-08-25HE,train,anchor,1.0194,43.87,2,17920,26112,512,1.0,,,,218
R26-122-29_HE_82_x009728_y011264,R26-122-29_HE_82,CCl4,unknown,2026-04-20_CCl4_HE,test,low,,0.0,0,9728,11264,512,1.0,,,,219
R25-264-13_x020992_y018432,R25-264-13,MASH,unknown,2025-08-25HE,train,high,4.3419,90.73,1,20992,18432,512,1.0,,,,220
R25-264-10_x012288_y022528,R25-264-10,MASH,unknown,2025-08-25HE,test,anchor,4.2831,83.81,1,12288,22528,512,1.0,,,,221
R25-264-3_x034816_y014336,R25-264-3,MASH,unknown,2025-08-25HE,train,high,9.3046,100.0,4,34816,14336,512,0.9679,,,,222
R25-264-12_x033280_y010752,R25-264-12,MASH,unknown,2025-08-25HE,test,mid,0.9455,57.58,1,33280,10752,512,1.0,,,,223
R26-122-36_HE_95_x026112_y011264,R26-122-36_HE_95,CCl4,unknown,2026-04-20_CCl4_HE,train,high,7.5131,98.88,7,26112,11264,512,1.0,,,,224
R26-122-29_HE_82_x007168_y017408,R26-122-29_HE_82,CCl4,unknown,2026-04-20_CCl4_HE,test,upper,4.2154,75.0,6,7168,17408,512,1.0,,,,225
R25-264-35_x037888_y015360,R25-264-35,MASH,unknown,2025-08-25HE,test,mid,2.7031,53.87,4,37888,15360,512,0.9431,,,,226
R25-264-3_x025600_y014336,R25-264-3,MASH,unknown,2025-08-25HE,train,high,4.6677,90.54,7,25600,14336,512,0.9826,,,,227
R25-264-13_x017408_y011264,R25-264-13,MASH,unknown,2025-08-25HE,train,mid,1.3567,43.45,4,17408,11264,512,1.0,,,,228
R25-264-11_x033792_y026112,R25-264-11,MASH,unknown,2025-08-25HE,train,mid,1.8533,44.19,3,33792,26112,512,1.0,,,,229
R25-264-37_x033792_y010240,R25-264-37,MASH,unknown,2025-08-25HE,train,anchor,4.7617,79.8,7,33792,10240,512,1.0,,,,230
R25-264-3_x019968_y007680,R25-264-3,MASH,unknown,2025-08-25HE,train,low,,0.0,0,19968,7680,512,1.0,,,,231
R26-122-12_HE_81_x019968_y008704,R26-122-12_HE_81,CCl4,unknown,2026-04-20_CCl4_HE,train,upper,4.5281,78.07,2,19968,8704,512,1.0,,,,232
R26-122-1_HE_70_x027648_y012288,R26-122-1_HE_70,CCl4,unknown,2026-04-20_CCl4_HE,train,mid,3.2844,61.78,7,27648,12288,512,1.0,,,,233
R25-264-12_x025600_y010752,R25-264-12,MASH,unknown,2025-08-25HE,test,low,,0.0,0,25600,10752,512,1.0,,,,234
R25-264-35_x025600_y025088,R25-264-35,MASH,unknown,2025-08-25HE,test,anchor,5.2319,90.61,2,25600,25088,512,1.0,,,,235
R25-264-3_x028160_y027648,R25-264-3,MASH,unknown,2025-08-25HE,train,high,4.9237,93.24,2,28160,27648,512,1.0,,,,236
R25-264-31_x031744_y016896,R25-264-31,MASH,unknown,2025-08-25HE,test,low,-2.354,4.29,2,31744,16896,512,1.0,,,,237
R25-264-34_x032768_y011776,R25-264-34,MASH,unknown,2025-08-25HE,train,high,6.1991,99.39,4,32768,11776,512,1.0,,,,238
R25-264-13_x019456_y023040,R25-264-13,MASH,unknown,2025-08-25HE,train,mid,0.7411,33.23,1,19456,23040,512,1.0,,,,239
R25-264-37_x033792_y009216,R25-264-37,MASH,unknown,2025-08-25HE,train,anchor,3.144,54.22,5,33792,9216,512,1.0,,,,240
R25-264-30_x045056_y019456,R25-264-30,MASH,unknown,2025-08-25HE,train,upper,3.4478,80.24,2,45056,19456,512,1.0,,,,241
R25-264-30_x026624_y026624__r2,R25-264-30,MASH,unknown,2025-08-25HE,train,upper,3.1487,75.49,2,26624,26624,512,1.0,,,R25-264-30_x026624_y026624,242
R25-264-1_x026624_y022016,R25-264-1,MASH,unknown,2025-08-25HE,train,upper,1.6662,82.14,1,26624,22016,512,1.0,,,,243
R25-264-31_x013312_y016384,R25-264-31,MASH,unknown,2025-08-25HE,test,upper,3.7716,79.14,3,13312,16384,512,1.0,,,,244
R25-264-10_x029184_y006656,R25-264-10,MASH,unknown,2025-08-25HE,test,upper,4.7264,88.07,3,29184,6656,512,1.0,,,,245
R25-264-1_x023552_y020480,R25-264-1,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,23552,20480,512,1.0,,,,246
R25-264-36_x017920_y007680,R25-264-36,MASH,unknown,2025-08-25HE,train,anchor,4.1828,76.75,1,17920,7680,512,1.0,,,,247
R25-264-1_x012800_y020992,R25-264-1,MASH,unknown,2025-08-25HE,train,low,,0.0,0,12800,20992,512,1.0,,,,248
R25-264-32_x037376_y010752,R25-264-32,MASH,unknown,2025-08-25HE,test,mid,0.5465,32.7,2,37376,10752,512,1.0,,,,249
R25-264-13_x044544_y011264,R25-264-13,MASH,unknown,2025-08-25HE,train,anchor,1.4887,46.96,3,44544,11264,512,1.0,,,,250
R25-264-36_x011776_y007168,R25-264-36,MASH,unknown,2025-08-25HE,train,low,1.0576,19.89,2,11776,7168,512,1.0,,,,251
R25-264-31_x020480_y009728,R25-264-31,MASH,unknown,2025-08-25HE,test,high,6.8259,97.85,1,20480,9728,512,1.0,,,,252
R26-122-2_HE_71_x007168_y010240,R26-122-2_HE_71,CCl4,unknown,2026-04-20_CCl4_HE,train,low,,0.0,0,7168,10240,512,1.0,,,,253
R25-264-13_x028160_y018432,R25-264-13,MASH,unknown,2025-08-25HE,train,anchor,2.096,55.59,2,28160,18432,512,1.0,,,,254
R25-264-3_x036352_y027648,R25-264-3,MASH,unknown,2025-08-25HE,train,high,6.9998,98.31,1,36352,27648,512,0.9982,,,,255
R25-264-35_x019456_y026112,R25-264-35,MASH,unknown,2025-08-25HE,test,low,,0.0,0,19456,26112,512,1.0,,,,256
R25-264-10_x025600_y011776,R25-264-10,MASH,unknown,2025-08-25HE,test,upper,4.7503,88.35,3,25600,11776,512,1.0,,,,257
R25-264-10_x010240_y022016,R25-264-10,MASH,unknown,2025-08-25HE,test,upper,3.9927,79.26,6,10240,22016,512,1.0,,,,258
R25-264-33_x027648_y017408,R25-264-33,MASH,unknown,2025-08-25HE,train,high,5.3783,92.94,1,27648,17408,512,1.0,,,,259
R26-122-12_HE_81_x012288_y016896,R26-122-12_HE_81,CCl4,unknown,2026-04-20_CCl4_HE,train,mid,3.8045,63.1,9,12288,16896,512,1.0,,,,260
R25-264-36_x016896_y021504,R25-264-36,MASH,unknown,2025-08-25HE,train,high,5.2787,91.04,4,16896,21504,512,1.0,,,,261
R25-264-37_x031744_y009728,R25-264-37,MASH,unknown,2025-08-25HE,train,high,6.1766,92.84,5,31744,9728,512,1.0,,,,262
R25-264-30_x044544_y013824,R25-264-30,MASH,unknown,2025-08-25HE,train,anchor,6.5572,98.81,1,44544,13824,512,1.0,,,,263
R25-264-36_x016384_y012288,R25-264-36,MASH,unknown,2025-08-25HE,train,upper,4.1484,75.35,9,16384,12288,512,1.0,,,,264
R25-264-30_x025088_y019968,R25-264-30,MASH,unknown,2025-08-25HE,train,low,,0.0,0,25088,19968,512,1.0,,,,265
R25-264-31_x024576_y015360,R25-264-31,MASH,unknown,2025-08-25HE,test,mid,2.4841,57.06,3,24576,15360,512,1.0,,,,266
R25-264-12_x034304_y015360,R25-264-12,MASH,unknown,2025-08-25HE,test,high,5.0411,99.13,2,34304,15360,512,1.0,,,,267
R25-264-32_x026112_y010752,R25-264-32,MASH,unknown,2025-08-25HE,test,low,-0.3209,24.33,3,26112,10752,512,1.0,,,,268
R26-122-38_HE_97_x018432_y010752,R26-122-38_HE_97,CCl4,unknown,2026-04-20_CCl4_HE,test,anchor,2.1178,23.63,3,18432,10752,512,1.0,,,,269
R26-122-19_HE_103_x011776_y012800,R26-122-19_HE_103,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,2.7774,60.92,3,11776,12800,512,1.0,,,,270
R25-264-31_x017920_y019456,R25-264-31,MASH,unknown,2025-08-25HE,test,anchor,-0.3732,13.5,1,17920,19456,512,1.0,,,,271
R25-264-11_x025088_y012288,R25-264-11,MASH,unknown,2025-08-25HE,train,mid,2.1893,50.32,1,25088,12288,512,1.0,,,,272
R25-264-35_x024576_y019968,R25-264-35,MASH,unknown,2025-08-25HE,test,low,0.3933,14.09,3,24576,19968,512,1.0,,,,273
R25-264-35_x024576_y025088,R25-264-35,MASH,unknown,2025-08-25HE,test,high,5.3363,91.99,6,24576,25088,512,1.0,,,,274
R25-264-13_x044032_y018944,R25-264-13,MASH,unknown,2025-08-25HE,train,high,7.7807,99.36,2,44032,18944,512,1.0,,,,275
R25-264-30_x033280_y019968,R25-264-30,MASH,unknown,2025-08-25HE,train,high,4.8151,93.68,1,33280,19968,512,1.0,,,,276
R26-122-31_HE_98_x011264_y018944,R26-122-31_HE_98,CCl4,unknown,2026-04-20_CCl4_HE,test,upper,3.6808,82.32,2,11264,18944,512,1.0,,,,277
R25-264-34_x028160_y010752,R25-264-34,MASH,unknown,2025-08-25HE,train,mid,0.6885,37.61,2,28160,10752,512,1.0,,,,278
R25-264-35_x016896_y009216,R25-264-35,MASH,unknown,2025-08-25HE,test,high,5.464,93.37,4,16896,9216,512,1.0,,,,279
R25-264-37_x022528_y010240,R25-264-37,MASH,unknown,2025-08-25HE,train,upper,4.9933,82.1,2,22528,10240,512,1.0,,,,280
R26-122-1_HE_70_x020480_y004608,R26-122-1_HE_70,CCl4,unknown,2026-04-20_CCl4_HE,train,high,6.4233,97.86,5,20480,4608,512,1.0,,,,281
R25-264-36_x032768_y016384,R25-264-36,MASH,unknown,2025-08-25HE,train,low,,0.0,0,32768,16384,512,1.0,,,,282
R25-264-10_x018944_y022016,R25-264-10,MASH,unknown,2025-08-25HE,test,high,10.1484,100.0,2,18944,22016,512,1.0,,,,283
R25-264-30_x035840_y014336__r2,R25-264-30,MASH,unknown,2025-08-25HE,train,high,5.6141,96.84,2,35840,14336,512,1.0,,,R25-264-30_x035840_y014336,284
R25-264-35_x022016_y009728,R25-264-35,MASH,unknown,2025-08-25HE,test,upper,4.4334,83.15,2,22016,9728,512,1.0,,,,285
R25-264-13_x007168_y011776,R25-264-13,MASH,unknown,2025-08-25HE,train,anchor,0.5032,29.39,2,7168,11776,512,1.0,,,,286
R25-264-10_x015872_y006144,R25-264-10,MASH,unknown,2025-08-25HE,test,mid,2.0601,41.76,2,15872,6144,512,1.0,,,,287
R26-122-29_HE_82_x026112_y016896,R26-122-29_HE_82,CCl4,unknown,2026-04-20_CCl4_HE,test,low,1.5895,27.78,2,26112,16896,512,1.0,,,,288
R25-264-10_x010752_y007168,R25-264-10,MASH,unknown,2025-08-25HE,test,high,6.3809,96.88,3,10752,7168,512,1.0,,,,289
R25-264-34_x038400_y011264,R25-264-34,MASH,unknown,2025-08-25HE,train,anchor,3.0469,83.18,5,38400,11264,512,1.0,,,,290
R25-264-33_x018944_y018944,R25-264-33,MASH,unknown,2025-08-25HE,train,anchor,4.2334,82.94,5,18944,18944,512,1.0,,,,291
R25-264-36_x005120_y016896,R25-264-36,MASH,unknown,2025-08-25HE,train,upper,4.4018,80.95,7,5120,16896,512,1.0,,,,292
R25-264-36_x034304_y020480,R25-264-36,MASH,unknown,2025-08-25HE,train,anchor,-0.1978,8.68,2,34304,20480,512,1.0,,,,293
R25-264-11_x007168_y012800,R25-264-11,MASH,unknown,2025-08-25HE,train,upper,4.0509,81.29,1,7168,12800,512,1.0,,,,294
R25-264-3_x026624_y027648,R25-264-3,MASH,unknown,2025-08-25HE,train,low,0.1181,21.62,1,26624,27648,512,1.0,,,,295
R25-264-35_x017920_y019968,R25-264-35,MASH,unknown,2025-08-25HE,test,low,0.3012,12.43,2,17920,19968,512,1.0,,,,296
R25-264-12_x037376_y010752,R25-264-12,MASH,unknown,2025-08-25HE,test,upper,2.9397,86.58,1,37376,10752,512,1.0,,,,297
R25-264-10_x018432_y011776,R25-264-10,MASH,unknown,2025-08-25HE,test,upper,3.8186,77.27,4,18432,11776,512,1.0,,,,298
R25-264-11_x036352_y010752,R25-264-11,MASH,unknown,2025-08-25HE,train,upper,3.5685,75.81,2,36352,10752,512,1.0,,,,299
R25-264-37_x032256_y019968,R25-264-37,MASH,unknown,2025-08-25HE,train,low,2.08,28.64,9,32256,19968,512,1.0,,,,300
R25-264-34_x030720_y010752,R25-264-34,MASH,unknown,2025-08-25HE,train,low,,0.0,0,30720,10752,512,1.0,,,,301
R25-264-31_x015360_y009728,R25-264-31,MASH,unknown,2025-08-25HE,test,low,,0.0,0,15360,9728,512,1.0,,,,302
R25-264-3_x013824_y007168,R25-264-3,MASH,unknown,2025-08-25HE,train,mid,2.8804,69.59,2,13824,7168,512,1.0,,,,303
R26-122-34_HE_93_x024064_y012800,R26-122-34_HE_93,CCl4,unknown,2026-04-20_CCl4_HE,test,low,1.5962,22.28,2,24064,12800,512,1.0,,,,304
R25-264-10_x009216_y016384,R25-264-10,MASH,unknown,2025-08-25HE,test,anchor,3.2184,63.64,1,9216,16384,512,1.0,,,,305
R25-264-10_x016384_y022016,R25-264-10,MASH,unknown,2025-08-25HE,test,anchor,-3.4479,1.14,1,16384,22016,512,1.0,,,,306
R25-264-32_x013312_y022528,R25-264-32,MASH,unknown,2025-08-25HE,test,anchor,-0.8404,17.87,1,13312,22528,512,1.0,,,,307
R25-264-33_x023552_y017920,R25-264-33,MASH,unknown,2025-08-25HE,train,high,7.9258,99.41,8,23552,17920,512,1.0,,,,308
R26-122-38_HE_97_x011776_y015872,R26-122-38_HE_97,CCl4,unknown,2026-04-20_CCl4_HE,test,anchor,5.3916,88.46,4,11776,15872,512,1.0,,,,309
R25-264-1_x018432_y020480,R25-264-1,MASH,unknown,2025-08-25HE,train,upper,1.1048,73.81,1,18432,20480,512,1.0,,,,310
R25-264-11_x024064_y026112,R25-264-11,MASH,unknown,2025-08-25HE,train,low,,0.0,0,24064,26112,512,1.0,,,,311
R25-264-37_x016896_y008192,R25-264-37,MASH,unknown,2025-08-25HE,train,mid,2.6637,41.43,3,16896,8192,512,1.0,,,,312
R25-264-37_x011776_y010752,R25-264-37,MASH,unknown,2025-08-25HE,train,upper,5.0406,82.61,10,11776,10752,512,1.0,,,,313
R25-264-34_x011264_y018944,R25-264-34,MASH,unknown,2025-08-25HE,train,low,,0.0,0,11264,18944,512,1.0,,,,314
R25-264-32_x018944_y010752,R25-264-32,MASH,unknown,2025-08-25HE,test,mid,1.5402,48.29,2,18944,10752,512,1.0,,,,315
R25-264-36_x017920_y020992,R25-264-36,MASH,unknown,2025-08-25HE,train,mid,2.9412,52.38,1,17920,20992,512,1.0,,,,316
R25-264-32_x022528_y019456,R25-264-32,MASH,unknown,2025-08-25HE,test,low,-1.683,9.89,1,22528,19456,512,1.0,,,,317
R25-264-31_x026624_y015360,R25-264-31,MASH,unknown,2025-08-25HE,test,mid,1.6183,44.48,1,26624,15360,512,1.0,,,,318
R25-264-32_x024064_y022016,R25-264-32,MASH,unknown,2025-08-25HE,test,upper,3.6001,82.51,2,24064,22016,512,1.0,,,,319
R25-264-12_x037376_y014848,R25-264-12,MASH,unknown,2025-08-25HE,test,high,3.9409,94.37,1,37376,14848,512,1.0,,,,320
R25-264-10_x015360_y021504,R25-264-10,MASH,unknown,2025-08-25HE,test,upper,3.7928,76.14,4,15360,21504,512,1.0,,,,321
R26-122-19_HE_103_x006656_y019456,R26-122-19_HE_103,CCl4,unknown,2026-04-20_CCl4_HE,train,upper,4.4158,86.21,5,6656,19456,512,1.0,,,,322
R25-264-34_x034816_y011776,R25-264-34,MASH,unknown,2025-08-25HE,train,high,3.7402,91.74,2,34816,11776,512,1.0,,,,323
R25-264-31_x008192_y016896,R25-264-31,MASH,unknown,2025-08-25HE,test,anchor,0.4305,23.62,1,8192,16896,512,1.0,,,,324
R25-264-30_x013312_y008192,R25-264-30,MASH,unknown,2025-08-25HE,train,high,7.5843,99.21,1,13312,8192,512,1.0,,,,325
R25-264-30_x004096_y014336,R25-264-30,MASH,unknown,2025-08-25HE,train,high,4.9697,95.26,6,4096,14336,512,1.0,,,,326
R25-264-1_x020480_y020992,R25-264-1,MASH,unknown,2025-08-25HE,train,high,2.9387,94.64,1,20480,20992,512,1.0,,,,327
R26-122-15_HE_85_x009216_y009728,R26-122-15_HE_85,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,2.069,20.97,4,9216,9728,512,1.0,,,,328
R26-122-36_HE_95_x012288_y011776,R26-122-36_HE_95,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,,0.0,0,12288,11776,512,1.0,,,,329
R25-264-32_x022016_y022016,R25-264-32,MASH,unknown,2025-08-25HE,test,high,5.9659,97.72,2,22016,22016,512,1.0,,,,330
R25-264-13_x032256_y023040,R25-264-13,MASH,unknown,2025-08-25HE,train,anchor,2.7166,66.45,4,32256,23040,512,0.9927,,,,331
R25-264-33_x013312_y019968,R25-264-33,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,13312,19968,512,1.0,,,,332
R26-122-31_HE_98_x019456_y010752,R26-122-31_HE_98,CCl4,unknown,2026-04-20_CCl4_HE,test,anchor,0.3543,14.92,1,19456,10752,512,1.0,,,,333
R25-264-11_x003584_y010240,R25-264-11,MASH,unknown,2025-08-25HE,train,mid,3.085,67.42,2,3584,10240,512,0.8972,,,,334
R25-264-32_x040960_y022016,R25-264-32,MASH,unknown,2025-08-25HE,test,low,,0.0,0,40960,22016,512,1.0,,,,335
R25-264-31_x028672_y015360,R25-264-31,MASH,unknown,2025-08-25HE,test,upper,4.2623,83.74,2,28672,15360,512,1.0,,,,336
R25-264-36_x035328_y016384,R25-264-36,MASH,unknown,2025-08-25HE,train,anchor,6.7562,96.92,4,35328,16384,512,1.0,,,,337
R25-264-12_x027648_y010752,R25-264-12,MASH,unknown,2025-08-25HE,test,mid,0.8247,54.11,2,27648,10752,512,1.0,,,,338
R25-264-37_x023040_y009216,R25-264-37,MASH,unknown,2025-08-25HE,train,upper,5.6297,89.51,5,23040,9216,512,1.0,,,,339
R25-264-33_x022016_y015360,R25-264-33,MASH,unknown,2025-08-25HE,train,low,,0.0,0,22016,15360,512,1.0,,,,340
R25-264-32_x005632_y019968,R25-264-32,MASH,unknown,2025-08-25HE,test,mid,2.3484,61.98,3,5632,19968,512,1.0,,,,341
R25-264-12_x041984_y010752,R25-264-12,MASH,unknown,2025-08-25HE,test,anchor,-0.4159,34.63,1,41984,10752,512,1.0,,,,342
R25-264-31_x008704_y009728,R25-264-31,MASH,unknown,2025-08-25HE,test,mid,2.3315,55.21,2,8704,9728,512,1.0,,,,343
R26-122-31_HE_98_x018944_y011776,R26-122-31_HE_98,CCl4,unknown,2026-04-20_CCl4_HE,test,low,0.8682,23.76,3,18944,11776,512,1.0,,,,344
R25-264-12_x017920_y011264,R25-264-12,MASH,unknown,2025-08-25HE,test,low,-7.8521,1.3,2,17920,11264,512,1.0,,,,345
R25-264-32_x036864_y022016__r2,R25-264-32,MASH,unknown,2025-08-25HE,test,high,4.2407,90.11,2,36864,22016,512,1.0,,,R25-264-32_x036864_y022016,346
R25-264-32_x025600_y022528,R25-264-32,MASH,unknown,2025-08-25HE,test,low,,0.0,0,25600,22528,512,1.0,,,,347
R26-122-22_HE_106_x021504_y011264,R26-122-22_HE_106,CCl4,unknown,2026-04-20_CCl4_HE,train,high,6.1373,91.53,7,21504,11264,512,1.0,,,,348
R25-264-37_x012800_y010240,R25-264-37,MASH,unknown,2025-08-25HE,train,upper,4.378,73.91,4,12800,10240,512,1.0,,,,349
R25-264-13_x009216_y023552,R25-264-13,MASH,unknown,2025-08-25HE,train,upper,3.1472,74.76,4,9216,23552,512,1.0,,,,350
R25-264-30_x024576_y014336,R25-264-30,MASH,unknown,2025-08-25HE,train,anchor,4.8735,94.47,6,24576,14336,512,1.0,,,,351
R25-264-32_x031744_y010752,R25-264-32,MASH,unknown,2025-08-25HE,test,upper,3.7056,83.65,3,31744,10752,512,1.0,,,,352
R26-122-2_HE_71_x015360_y011264,R26-122-2_HE_71,CCl4,unknown,2026-04-20_CCl4_HE,train,high,4.7914,93.28,8,15360,11264,512,1.0,,,,353
R25-264-35_x024064_y009216,R25-264-35,MASH,unknown,2025-08-25HE,test,anchor,3.3853,68.51,2,24064,9216,512,1.0,,,,354
R25-264-37_x018944_y020992,R25-264-37,MASH,unknown,2025-08-25HE,train,mid,2.6816,41.94,7,18944,20992,512,1.0,,,,355
R25-264-35_x022528_y019968,R25-264-35,MASH,unknown,2025-08-25HE,test,mid,1.936,37.85,4,22528,19968,512,0.8935,,,,356
R25-264-13_x004096_y019456,R25-264-13,MASH,unknown,2025-08-25HE,train,low,,0.0,0,4096,19456,512,1.0,,,,357
R25-264-36_x032256_y011776,R25-264-36,MASH,unknown,2025-08-25HE,train,low,-0.7901,6.16,6,32256,11776,512,1.0,,,,358
R25-264-31_x021504_y016896__r2,R25-264-31,MASH,unknown,2025-08-25HE,test,high,4.9371,90.8,7,21504,16896,512,0.9486,,,R25-264-31_x021504_y016896,359
R26-122-29_HE_82_x009728_y011264__r2,R26-122-29_HE_82,CCl4,unknown,2026-04-20_CCl4_HE,test,low,,0.0,0,9728,11264,512,1.0,,,R26-122-29_HE_82_x009728_y011264,360
R25-264-30_x027136_y008192,R25-264-30,MASH,unknown,2025-08-25HE,train,mid,1.5999,55.34,1,27136,8192,512,1.0,,,,361
R26-122-34_HE_93_x020992_y012800,R26-122-34_HE_93,CCl4,unknown,2026-04-20_CCl4_HE,test,upper,5.0945,89.67,6,20992,12800,512,1.0,,,,362
R25-264-30_x042496_y026112,R25-264-30,MASH,unknown,2025-08-25HE,train,anchor,3.4851,81.42,1,42496,26112,512,1.0,,,,363
R25-264-1_x033280_y024064,R25-264-1,MASH,unknown,2025-08-25HE,train,anchor,1.6038,79.76,1,33280,24064,512,1.0,,,,364
R25-264-10_x020480_y006656,R25-264-10,MASH,unknown,2025-08-25HE,test,low,-0.5158,9.94,3,20480,6656,512,1.0,,,,365
R25-264-34_x014336_y011776,R25-264-34,MASH,unknown,2025-08-25HE,train,upper,2.9298,80.73,2,14336,11776,512,1.0,,,,366
R25-264-37_x028160_y009216,R25-264-37,MASH,unknown,2025-08-25HE,train,mid,3.5548,61.89,4,28160,9216,512,1.0,,,,367
R25-264-36_x029184_y006656,R25-264-36,MASH,unknown,2025-08-25HE,train,anchor,2.1895,37.82,4,29184,6656,512,1.0,,,,368
R25-264-37_x016384_y020992,R25-264-37,MASH,unknown,2025-08-25HE,train,high,6.8941,96.16,3,16384,20992,512,1.0,,,,369
R25-264-3_x010752_y014848,R25-264-3,MASH,unknown,2025-08-25HE,train,low,-1.9188,4.73,1,10752,14848,512,1.0,,,,370
