blind_id,panel,slide,cohort,batch,split,x,y,present_order
se6d90b,23,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,15360,9728,13
se6d90b,24,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,20480,8192,13
s4643ea,1,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,16384,8704,17
s4643ea,2,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,19968,8704,17
s4643ea,3,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,23040,8192,17
s4643ea,4,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,20992,16896,17
s4643ea,5,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,24064,15872,17
s4643ea,6,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,14848,16896,17
s4643ea,7,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,19456,15872,17
s4643ea,8,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,24576,16384,17
s4643ea,9,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,17920,16896,17
s4643ea,10,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,12288,16384,17
s4643ea,11,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,24576,15872,17
s4643ea,12,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,8192,16384,17
s4643ea,13,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,7680,16896,17
s4643ea,14,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,19968,16896,17
s4643ea,15,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,26624,9216,17
s4643ea,16,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,3584,16384,17
s4643ea,17,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,13312,9216,17
s4643ea,18,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,20992,15872,17
s4643ea,19,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,25088,8704,17
s4643ea,20,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,6144,9728,17
s4643ea,21,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,5632,16384,17
s4643ea,22,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,10240,9728,17
s4643ea,23,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,14848,15872,17
s4643ea,24,R26-122-12_HE_81,CCl4,2026-04-20_CCl4_HE,train,10752,16384,17
s6ad535,1,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,5632,9728,12
s6ad535,2,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,10240,9216,12
s6ad535,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,21504,15360,12
s6ad535,4,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,6656,9728,12
s6ad535,5,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,17920,14336,12
s6ad535,6,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,19968,14848,12
s6ad535,7,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,3072,15872,12
s6ad535,8,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,25600,14336,12
s6ad535,9,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,6144,15360,12
s6ad535,10,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,9728,14848,12
s6ad535,11,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,11264,14848,12
s6ad535,12,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,22528,14336,12
s6ad535,13,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,14848,9728,12
s6ad535,14,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,18944,9216,12
s6ad535,15,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,4608,14848,12
s6ad535,16,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,10240,10240,12
s6ad535,17,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,13824,9728,12
s6ad535,18,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,22528,9728,12
s6ad535,19,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,17408,9728,12
s6ad535,20,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,6656,10240,12
s6ad535,21,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,9728,10240,12
s6ad535,22,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,22016,8704,12
s6ad535,23,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,5120,10240,12
s6ad535,24,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,train,8192,9728,12
se822f5,1,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,17920,15872,1
se822f5,2,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,18432,15872,1
se822f5,3,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,26624,15872,1
se822f5,4,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,24576,19456,1
se822f5,5,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,25600,16384,1
se822f5,6,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,17920,18944,1
se822f5,7,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,18944,17408,1
se822f5,8,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,26624,19456,1
se822f5,9,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,18944,18432,1
se822f5,10,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,12288,18944,1
se822f5,11,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,27136,16896,1
se822f5,12,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,8192,18432,1
se822f5,13,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,6144,18432,1
se822f5,14,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,20992,19968,1
se822f5,15,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,6656,16896,1
se822f5,16,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,12800,17920,1
se822f5,17,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,10752,15872,1
se822f5,18,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,20992,16896,1
se822f5,19,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,5632,16384,1
se822f5,20,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,8192,17920,1
se822f5,21,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,22528,17920,1
se822f5,22,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,9728,15872,1
se822f5,23,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,14336,16384,1
se822f5,24,R26-122-17_HE_101,CCl4,2026-04-20_CCl4_HE,train,14336,19968,1
s30f936,1,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,11776,19456,2
s30f936,2,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,6144,18944,2
s30f936,3,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,12800,13312,2
s30f936,4,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,8704,20480,2
s30f936,5,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,10752,12288,2
s30f936,6,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,7680,20480,2
s30f936,7,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,13824,19456,2
s30f936,8,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,22016,13312,2
s30f936,9,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,8192,18944,2
s30f936,10,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,5632,14336,2
s30f936,11,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,6144,13312,2
s30f936,12,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,2560,14336,2
s30f936,13,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,15360,18944,2
s30f936,14,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,6656,14336,2
s30f936,15,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,16384,18944,2
s30f936,16,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,4608,13824,2
s30f936,17,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,20480,19968,2
s30f936,18,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,5632,18944,2
s30f936,19,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,9728,12800,2
s30f936,20,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,18432,19968,2
s30f936,21,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,2560,13312,2
s30f936,22,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,10752,19456,2
s30f936,23,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,7168,18944,2
s30f936,24,R26-122-19_HE_103,CCl4,2026-04-20_CCl4_HE,train,12288,13312,2
s9735b9,1,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,19968,17920,4
s9735b9,2,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,20480,7168,4
s9735b9,3,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,22528,6144,4
s9735b9,4,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,22016,18944,4
s9735b9,5,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,14848,18944,4
s9735b9,6,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,24064,3584,4
s9735b9,7,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,24576,22528,4
s9735b9,8,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,13824,13824,4
s9735b9,9,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,7680,14336,4
s9735b9,10,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,8704,14336,4
s9735b9,11,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,25600,21504,4
s9735b9,12,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,13824,20480,4
s9735b9,13,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,19968,20480,4
s9735b9,14,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,24576,7680,4
s9735b9,15,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,25088,19456,4
s9735b9,16,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,27648,11264,4
s9735b9,17,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,14848,12288,4
s9735b9,18,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,10240,19968,4
s9735b9,19,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,29696,13824,4
s9735b9,20,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,24064,11776,4
s9735b9,21,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,22016,8704,4
s9735b9,22,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,28160,8704,4
s9735b9,23,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,17408,18944,4
s9735b9,24,R26-122-1_HE_70,CCl4,2026-04-20_CCl4_HE,train,23552,14336,4
sdc9b95,1,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,14336,11264,9
sdc9b95,2,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,17920,11776,9
sdc9b95,3,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,21504,11264,9
sdc9b95,4,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,23552,18432,9
sdc9b95,5,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,16384,17920,9
sdc9b95,6,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,15872,18944,9
sdc9b95,7,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,13312,17920,9
sdc9b95,8,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,26112,18432,9
sdc9b95,9,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,17920,18944,9
sdc9b95,10,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,10240,18432,9
sdc9b95,11,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,19968,17920,9
sdc9b95,12,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,7168,18944,9
sdc9b95,13,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,24576,17920,9
sdc9b95,14,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,18432,18432,9
sdc9b95,15,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,5120,11264,9
sdc9b95,16,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,21504,17920,9
sdc9b95,17,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,11264,11776,9
sdc9b95,18,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,14848,17920,9
sdc9b95,19,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,23552,11264,9
sdc9b95,20,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,6656,11776,9
sdc9b95,21,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,23040,17920,9
sdc9b95,22,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,8192,11264,9
sdc9b95,23,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,8704,17920,9
sdc9b95,24,R26-122-22_HE_106,CCl4,2026-04-20_CCl4_HE,train,13824,18432,9
s066d91,1,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,3072,13312,20
s066d91,2,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,4096,13312,20
s066d91,3,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,8704,13312,20
s066d91,4,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,28160,15360,20
s066d91,5,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,4096,15360,20
s066d91,6,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,21504,14336,20
s066d91,7,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,28672,13312,20
s066d91,8,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,28672,15360,20
s066d91,9,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,22528,15360,20
s066d91,10,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,19456,14848,20
s066d91,11,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,6656,14848,20
s066d91,12,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,15360,15872,20
s066d91,13,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,12800,14848,20
s066d91,14,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,25600,14848,20
s066d91,15,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,12288,13824,20
s066d91,16,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,9728,14336,20
s066d91,17,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,24576,13312,20
s066d91,18,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,3584,14336,20
s066d91,19,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,11264,13312,20
s066d91,20,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,14848,13824,20
s066d91,21,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,11264,15360,20
s066d91,22,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,24064,12800,20
s066d91,23,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,18432,13824,20
s066d91,24,R26-122-23_HE_91,CCl4,2026-04-20_CCl4_HE,train,17920,15872,20
s8f24dd,1,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,16384,11264,10
s8f24dd,2,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,19968,11776,10
s8f24dd,3,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,3584,11776,10
s8f24dd,4,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,26112,16384,10
s8f24dd,5,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,23552,15872,10
s8f24dd,6,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,18944,16384,10
s8f24dd,7,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,19456,15872,10
s8f24dd,8,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,15872,16896,10
s8f24dd,9,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,20992,16384,10
s8f24dd,10,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,17920,16896,10
s8f24dd,11,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,24576,15872,10
s8f24dd,12,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,10240,17408,10
s8f24dd,13,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,9728,16896,10
s8f24dd,14,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,23552,16896,10
s8f24dd,15,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,4096,11776,10
s8f24dd,16,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,26624,15872,10
s8f24dd,17,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,25600,10240,10
s8f24dd,18,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,20992,15872,10
s8f24dd,19,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,13824,11776,10
s8f24dd,20,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,11776,11776,10
s8f24dd,21,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,6656,16896,10
s8f24dd,22,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,24064,10752,10
s8f24dd,23,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,4608,12288,10
s8f24dd,24,R26-122-26_HE_107,CCl4,2026-04-20_CCl4_HE,train,13312,16896,10
se826b6,1,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,5120,11264,25
se826b6,2,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,15872,10752,25
se826b6,3,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,17920,17408,25
se826b6,4,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,7680,10752,25
se826b6,5,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,13312,17408,25
se826b6,6,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,15872,17408,25
se826b6,7,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,11776,17408,25
se826b6,8,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,9728,17920,25
se826b6,9,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,26624,16896,25
se826b6,10,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,5632,16896,25
se826b6,11,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,6144,17920,25
se826b6,12,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,18432,16896,25
se826b6,13,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,19968,11264,25
se826b6,14,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,26112,10752,25
se826b6,15,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,24576,16384,25
se826b6,16,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,23040,16896,25
se826b6,17,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,17920,11264,25
se826b6,18,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,20992,10752,25
se826b6,19,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,24064,10240,25
se826b6,20,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,12800,11264,25
se826b6,21,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,22016,16896,25
se826b6,22,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,26624,10752,25
se826b6,23,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,11264,11264,25
se826b6,24,R26-122-29_HE_82,CCl4,2026-04-20_CCl4_HE,test,8192,10752,25
s7f0947,1,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,15872,9728,30
s7f0947,2,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,16384,9728,30
s7f0947,3,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,21504,9728,30
s7f0947,4,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,19968,12288,30
s7f0947,5,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,18944,10240,30
s7f0947,6,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,13824,12800,30
s7f0947,7,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,14336,11264,30
s7f0947,8,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,23040,13312,30
s7f0947,9,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,15872,12800,30
s7f0947,10,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,11264,12800,30
s7f0947,11,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,20992,10752,30
s7f0947,12,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,7680,13312,30
s7f0947,13,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,4608,12800,30
s7f0947,14,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,16384,12800,30
s7f0947,15,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,4608,10752,30
s7f0947,16,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,22528,11776,30
s7f0947,17,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,11776,9728,30
s7f0947,18,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,16384,11776,30
s7f0947,19,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,3584,11264,30
s7f0947,20,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,7168,10752,30
s7f0947,21,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,3584,12800,30
s7f0947,22,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,9216,9728,30
s7f0947,23,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,10752,10752,30
s7f0947,24,R26-122-2_HE_71,CCl4,2026-04-20_CCl4_HE,train,8192,12800,30
s76f6ba,1,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,23552,9728,11
s76f6ba,2,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,17920,10752,11
s76f6ba,3,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,11776,19456,11
s76f6ba,4,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,26112,9728,11
s76f6ba,5,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,7680,18944,11
s76f6ba,6,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,9728,19456,11
s76f6ba,7,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,5632,19456,11
s76f6ba,8,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,3584,19456,11
s76f6ba,9,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,21504,18944,11
s76f6ba,10,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,23552,18432,11
s76f6ba,11,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,24576,18432,11
s76f6ba,12,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,12288,19456,11
s76f6ba,13,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,22016,10752,11
s76f6ba,14,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,19456,9728,11
s76f6ba,15,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,19456,19456,11
s76f6ba,16,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,16896,18944,11
s76f6ba,17,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,19968,10752,11
s76f6ba,18,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,23040,10752,11
s76f6ba,19,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,17920,9728,11
s76f6ba,20,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,27648,10752,11
s76f6ba,21,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,15872,18944,11
s76f6ba,22,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,21504,9728,11
s76f6ba,23,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,25088,11264,11
s76f6ba,24,R26-122-31_HE_98,CCl4,2026-04-20_CCl4_HE,test,26624,9728,11
scc3cc3,1,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,5632,7680,15
scc3cc3,2,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,6144,7680,15
scc3cc3,3,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,11264,7680,15
scc3cc3,4,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,4608,12800,15
scc3cc3,5,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,15872,8192,15
scc3cc3,6,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,14848,12288,15
scc3cc3,7,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,9216,8704,15
scc3cc3,8,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,9216,13312,15
scc3cc3,9,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,7168,13312,15
scc3cc3,10,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,21504,12288,15
scc3cc3,11,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,16896,8192,15
scc3cc3,12,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,20992,8192,15
scc3cc3,13,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,11264,13312,15
