x,y,size,tissue_fraction,score,n_scored_cells,tile_id,frame_tiles,frame_patches,slide,cohort,batch,diet,scored,score_pct,split
11776,12288,512,1.0,,0,R25-264-11_x011776_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
12288,12288,512,1.0,,0,R25-264-11_x012288_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
12800,12288,512,1.0,-1.035731699120212,1,R25-264-11_x012800_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,10.65,train
13312,12288,512,1.0,-3.207881528071701,1,R25-264-11_x013312_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,1.29,train
13824,12288,512,1.0,2.16548401552926,3,R25-264-11_x013824_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,49.35,train
14336,12288,512,1.0,0.7169315588851887,3,R25-264-11_x014336_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,29.68,train
14848,12288,512,1.0,2.9564971229288712,3,R25-264-11_x014848_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,64.84,train
15360,12288,512,1.0,2.3046901657756527,1,R25-264-11_x015360_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,52.26,train
15872,12288,512,1.0,-0.3793367442040238,3,R25-264-11_x015872_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,17.42,train
16384,12288,512,1.0,,0,R25-264-11_x016384_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
16896,12288,512,1.0,4.074897827290521,2,R25-264-11_x016896_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,81.94,train
17408,12288,512,1.0,,0,R25-264-11_x017408_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
17920,12288,512,1.0,1.5008500629542223,1,R25-264-11_x017920_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,38.06,train
18432,12288,512,1.0,3.012789208426761,2,R25-264-11_x018432_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,66.13,train
18944,12288,512,1.0,7.052312842132177,5,R25-264-11_x018944_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,96.13,train
19456,12288,512,1.0,3.014720704117214,1,R25-264-11_x019456_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,66.45,train
19968,12288,512,1.0,3.965268738146877,2,R25-264-11_x019968_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,80.0,train
20480,12288,512,1.0,5.209609604349469,3,R25-264-11_x020480_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,90.32,train
20992,12288,512,1.0,3.735708405815842,1,R25-264-11_x020992_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,77.1,train
21504,12288,512,1.0,7.096416706758037,4,R25-264-11_x021504_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,96.45,train
22016,12288,512,1.0,,0,R25-264-11_x022016_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
22528,12288,512,1.0,0.7903073605498442,3,R25-264-11_x022528_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,30.32,train
23040,12288,512,1.0,3.294687801275307,3,R25-264-11_x023040_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,71.29,train
23552,12288,512,1.0,5.941537570746239,1,R25-264-11_x023552_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,93.87,train
24064,12288,512,1.0,1.1580405217905945,1,R25-264-11_x024064_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,33.87,train
24576,12288,512,1.0,2.8108210247891248,3,R25-264-11_x024576_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,61.94,train
25088,12288,512,1.0,2.18926419492971,1,R25-264-11_x025088_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,50.32,train
25600,12288,512,1.0,,0,R25-264-11_x025600_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
26112,12288,512,1.0,-1.6388862237102364,1,R25-264-11_x026112_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,6.13,train
26624,12288,512,1.0,3.8659267079185464,1,R25-264-11_x026624_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,78.71,train
27136,12288,512,1.0,3.535391471357812,1,R25-264-11_x027136_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,75.48,train
27648,12288,512,1.0,2.6353689336750854,1,R25-264-11_x027648_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,58.06,train
28160,12288,512,1.0,,0,R25-264-11_x028160_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
28672,12288,512,1.0,,0,R25-264-11_x028672_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
29184,12288,512,1.0,2.3656965581981626,2,R25-264-11_x029184_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,53.87,train
29696,12288,512,1.0,,0,R25-264-11_x029696_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
30208,12288,512,1.0,-1.0409819077543971,1,R25-264-11_x030208_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,10.32,train
30720,12288,512,1.0,-2.5131906359918084,1,R25-264-11_x030720_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,2.26,train
31232,12288,512,1.0,7.738257220981955,1,R25-264-11_x031232_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,98.71,train
37376,12288,512,1.0,4.735483047946309,2,R25-264-11_x037376_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,88.39,train
37888,12288,512,1.0,-2.428506399774429,1,R25-264-11_x037888_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,2.58,train
38400,12288,512,1.0,2.5459193044561843,8,R25-264-11_x038400_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,56.13,train
38912,12288,512,1.0,2.868711995084648,6,R25-264-11_x038912_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,63.87,train
39424,12288,512,1.0,3.571780883252711,2,R25-264-11_x039424_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,76.13,train
39936,12288,512,1.0,4.71618762805229,2,R25-264-11_x039936_y012288,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,88.06,train
3584,12800,512,1.0,3.3240596312614357,1,R25-264-11_x003584_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,72.26,train
4096,12800,512,1.0,6.491757650941147,2,R25-264-11_x004096_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,95.16,train
4608,12800,512,1.0,4.1706262896516675,2,R25-264-11_x004608_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,82.9,train
5120,12800,512,1.0,1.8292261592840544,3,R25-264-11_x005120_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,43.23,train
5632,12800,512,1.0,0.7203211019179868,1,R25-264-11_x005632_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,30.0,train
6144,12800,512,1.0,,0,R25-264-11_x006144_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
6656,12800,512,1.0,2.314382617196034,5,R25-264-11_x006656_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,52.9,train
7168,12800,512,1.0,4.050853236782671,1,R25-264-11_x007168_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,81.29,train
7680,12800,512,1.0,1.1073197094605125,3,R25-264-11_x007680_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,32.9,train
8192,12800,512,1.0,,0,R25-264-11_x008192_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
8704,12800,512,1.0,2.300094712495082,2,R25-264-11_x008704_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,51.94,train
9216,12800,512,1.0,,0,R25-264-11_x009216_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
9728,12800,512,1.0,,0,R25-264-11_x009728_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
10240,12800,512,1.0,3.460813573833129,2,R25-264-11_x010240_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,73.87,train
10752,12800,512,1.0,1.8770117281101295,1,R25-264-11_x010752_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,44.52,train
11264,12800,512,1.0,1.8467331298137817,1,R25-264-11_x011264_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,43.55,train
11776,12800,512,1.0,1.4536753363608934,2,R25-264-11_x011776_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,37.1,train
12288,12800,512,1.0,,0,R25-264-11_x012288_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
12800,12800,512,1.0,-0.8256322468718813,1,R25-264-11_x012800_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,13.87,train
13312,12800,512,1.0,,0,R25-264-11_x013312_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
13824,12800,512,1.0,1.6646970601292748,2,R25-264-11_x013824_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,40.65,train
14336,12800,512,1.0,-0.1976852295297883,1,R25-264-11_x014336_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,18.71,train
14848,12800,512,1.0,,0,R25-264-11_x014848_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
15360,12800,512,1.0,1.1270330932065966,2,R25-264-11_x015360_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,33.55,train
15872,12800,512,1.0,0.4082839376860514,2,R25-264-11_x015872_y012800,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,23.87,train
20480,26112,512,1.0,,0,R25-264-11_x020480_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
20992,26112,512,1.0,-3.384160684230302,1,R25-264-11_x020992_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.65,train
21504,26112,512,1.0,3.415012853679574,2,R25-264-11_x021504_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,73.55,train
22016,26112,512,1.0,,0,R25-264-11_x022016_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
22528,26112,512,1.0,-1.2237062313231288,1,R25-264-11_x022528_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,9.03,train
23040,26112,512,1.0,,0,R25-264-11_x023040_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
23552,26112,512,1.0,1.5325513789826768,1,R25-264-11_x023552_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,38.39,train
24064,26112,512,1.0,,0,R25-264-11_x024064_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
25088,26112,512,1.0,,0,R25-264-11_x025088_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
25600,26112,512,1.0,-1.72038062797095,1,R25-264-11_x025600_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,5.48,train
26112,26112,512,1.0,,0,R25-264-11_x026112_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
26624,26112,512,1.0,3.5047993437451086,2,R25-264-11_x026624_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,74.52,train
27136,26112,512,1.0,-0.873033967289672,2,R25-264-11_x027136_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,12.9,train
27648,26112,512,1.0,2.68904461627892,5,R25-264-11_x027648_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,58.71,train
28160,26112,512,1.0,1.6501245840863707,3,R25-264-11_x028160_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,40.32,train
28672,26112,512,1.0,0.2564720832959285,2,R25-264-11_x028672_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,23.23,train
29184,26112,512,1.0,,0,R25-264-11_x029184_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
29696,26112,512,1.0,-1.0464666583781377,2,R25-264-11_x029696_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,10.0,train
30208,26112,512,1.0,3.3141909036304806,3,R25-264-11_x030208_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,71.94,train
30720,26112,512,1.0,4.211752661888106,3,R25-264-11_x030720_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,83.23,train
31232,26112,512,1.0,3.760913477888758,2,R25-264-11_x031232_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,77.42,train
31744,26112,512,1.0,0.9655568698882904,2,R25-264-11_x031744_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,31.61,train
32256,26112,512,1.0,2.1835939435830944,2,R25-264-11_x032256_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,49.68,train
32768,26112,512,1.0,,0,R25-264-11_x032768_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
33280,26112,512,1.0,0.2473485573356832,1,R25-264-11_x033280_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,22.9,train
33792,26112,512,1.0,1.8532651151990165,3,R25-264-11_x033792_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,44.19,train
34304,26112,512,1.0,-0.7682905452826252,1,R25-264-11_x034304_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,14.19,train
34816,26112,512,1.0,,0,R25-264-11_x034816_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
35328,26112,512,1.0,-0.8379675641539058,1,R25-264-11_x035328_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,13.55,train
35840,26112,512,1.0,,0,R25-264-11_x035840_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
36352,26112,512,1.0,1.1178626637295392,1,R25-264-11_x036352_y026112,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,33.23,train
9728,26624,512,1.0,5.268806295100607,7,R25-264-11_x009728_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,91.61,train
10240,26624,512,1.0,6.906031223694329,3,R25-264-11_x010240_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,95.48,train
10752,26624,512,1.0,-1.626169182265739,1,R25-264-11_x010752_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,6.45,train
11264,26624,512,1.0,3.8632967886937353,2,R25-264-11_x011264_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,78.39,train
11776,26624,512,1.0,1.633621176700799,2,R25-264-11_x011776_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,39.68,train
12288,26624,512,1.0,2.8171327940255577,4,R25-264-11_x012288_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,62.26,train
12800,26624,512,1.0,4.09140951560974,4,R25-264-11_x012800_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,82.26,train
13312,26624,512,1.0,,0,R25-264-11_x013312_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
13824,26624,512,1.0,,0,R25-264-11_x013824_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
14336,26624,512,1.0,0.5761016883852588,2,R25-264-11_x014336_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,27.42,train
14848,26624,512,1.0,3.1036970465854807,7,R25-264-11_x014848_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,67.74,train
15360,26624,512,1.0,2.1421071863172876,3,R25-264-11_x015360_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,49.03,train
15872,26624,512,1.0,4.978694552316347,1,R25-264-11_x015872_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,89.03,train
16384,26624,512,1.0,1.9370712057721675,1,R25-264-11_x016384_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,46.13,train
16896,26624,512,1.0,1.77314998190409,1,R25-264-11_x016896_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,42.26,train
17408,26624,512,1.0,-1.5218091900907391,1,R25-264-11_x017408_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,7.42,train
17920,26624,512,1.0,,0,R25-264-11_x017920_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
18432,26624,512,1.0,,0,R25-264-11_x018432_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
18944,26624,512,1.0,-2.303917742748572,1,R25-264-11_x018944_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,3.55,train
19456,26624,512,1.0,3.522054189678906,3,R25-264-11_x019456_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,75.16,train
19968,26624,512,1.0,,0,R25-264-11_x019968_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
20480,26624,512,1.0,5.788180272444964,2,R25-264-11_x020480_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,93.23,train
20992,26624,512,1.0,1.3822407006824386,4,R25-264-11_x020992_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,36.13,train
21504,26624,512,1.0,0.1262267778034017,1,R25-264-11_x021504_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,21.94,train
22016,26624,512,1.0,,0,R25-264-11_x022016_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
22528,26624,512,1.0,2.6935505249980025,1,R25-264-11_x022528_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,59.35,train
23040,26624,512,1.0,3.907741802639963,2,R25-264-11_x023040_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,79.35,train
23552,26624,512,1.0,,0,R25-264-11_x023552_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
24064,26624,512,1.0,,0,R25-264-11_x024064_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
25088,26624,512,0.8962,2.263288310204699,7,R25-264-11_x025088_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,51.61,train
25600,26624,512,1.0,5.2300589018206125,2,R25-264-11_x025600_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,90.97,train
26112,26624,512,1.0,-1.8580406773954936,1,R25-264-11_x026112_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,4.52,train
26624,26624,512,1.0,1.7550811539453146,3,R25-264-11_x026624_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,41.94,train
27136,26624,512,1.0,3.704343473602093,1,R25-264-11_x027136_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,76.45,train
27648,26624,512,1.0,-0.2707131917736039,1,R25-264-11_x027648_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,18.39,train
28160,26624,512,1.0,2.569787508586948,3,R25-264-11_x028160_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,57.1,train
28672,26624,512,1.0,0.4198251995651023,1,R25-264-11_x028672_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,24.52,train
29184,26624,512,1.0,-2.108990543133555,1,R25-264-11_x029184_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,4.19,train
29696,26624,512,1.0,3.5176515829384636,3,R25-264-11_x029696_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,74.84,train
30208,26624,512,1.0,3.302260486083241,1,R25-264-11_x030208_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,71.61,train
30720,26624,512,1.0,4.663601467299905,2,R25-264-11_x030720_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,87.74,train
31232,26624,512,1.0,-1.5478281866976542,1,R25-264-11_x031232_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,7.1,train
31744,26624,512,1.0,-0.6907063648961042,2,R25-264-11_x031744_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,15.81,train
32256,26624,512,1.0,2.1165505995160507,4,R25-264-11_x032256_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,48.71,train
32768,26624,512,1.0,,0,R25-264-11_x032768_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
33280,26624,512,1.0,,0,R25-264-11_x033280_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
33792,26624,512,1.0,,0,R25-264-11_x033792_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
34304,26624,512,1.0,1.4630754020557362,1,R25-264-11_x034304_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,37.42,train
34816,26624,512,1.0,7.957902622181507,4,R25-264-11_x034816_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,99.03,train
35328,26624,512,1.0,-0.638739461941511,2,R25-264-11_x035328_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,16.13,train
35840,26624,512,1.0,0.710978262604123,2,R25-264-11_x035840_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,29.35,train
36352,26624,512,1.0,,0,R25-264-11_x036352_y026624,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
10240,27136,512,1.0,-3.37163905979482,1,R25-264-11_x010240_y027136,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.97,train
10752,27136,512,1.0,4.572229957525096,1,R25-264-11_x010752_y027136,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,86.13,train
11264,27136,512,1.0,,0,R25-264-11_x011264_y027136,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
11776,27136,512,1.0,4.5649865410625265,1,R25-264-11_x011776_y027136,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,85.81,train
12288,27136,512,1.0,0.9353245087214632,1,R25-264-11_x012288_y027136,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,30.97,train
12800,27136,512,1.0,,0,R25-264-11_x012800_y027136,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,0.0,train
13312,27136,512,1.0,7.325323544819218,2,R25-264-11_x013312_y027136,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,97.42,train
13824,27136,512,1.0,2.866463537263504,2,R25-264-11_x013824_y027136,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,63.55,train
14336,27136,512,1.0,1.9292001698935035,3,R25-264-11_x014336_y027136,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,45.16,train
14848,27136,512,1.0,2.373287380839498,4,R25-264-11_x014848_y027136,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,54.19,train
15360,27136,512,1.0,0.8841423592314209,3,R25-264-11_x015360_y027136,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,30.65,train
15872,27136,512,1.0,-1.0221849227474025,1,R25-264-11_x015872_y027136,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,11.61,train
16384,27136,512,1.0,0.4335617919447342,2,R25-264-11_x016384_y027136,382,5,R25-264-11,MASH,2025-08-25HE,unknown,True,25.48,train
14848,10752,512,1.0,0.6334687417925389,1,R25-264-12_x014848_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,50.65,test
15360,10752,512,1.0,0.2539883917564629,1,R25-264-12_x015360_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,45.89,test
15872,10752,512,1.0,2.4353130088545676,3,R25-264-12_x015872_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,78.79,test
16384,10752,512,1.0,,0,R25-264-12_x016384_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,0.0,test
16896,10752,512,1.0,0.9446403278897496,1,R25-264-12_x016896_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,57.14,test
17408,10752,512,1.0,-6.257078423049079,2,R25-264-12_x017408_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,1.73,test
17920,10752,512,1.0,-8.301136941139585,2,R25-264-12_x017920_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,0.87,test
18432,10752,512,1.0,,0,R25-264-12_x018432_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,0.0,test
18944,10752,512,1.0,,0,R25-264-12_x018944_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,0.0,test
19456,10752,512,1.0,0.3235335425297735,2,R25-264-12_x019456_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,47.19,test
19968,10752,512,1.0,,0,R25-264-12_x019968_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,0.0,test
20480,10752,512,1.0,,0,R25-264-12_x020480_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,0.0,test
20992,10752,512,1.0,0.5486707617784501,1,R25-264-12_x020992_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,49.78,test
21504,10752,512,1.0,,0,R25-264-12_x021504_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,0.0,test
22016,10752,512,1.0,3.762578565833002,1,R25-264-12_x022016_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,93.94,test
22528,10752,512,1.0,,0,R25-264-12_x022528_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,0.0,test
23040,10752,512,1.0,0.6833774491524227,2,R25-264-12_x023040_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,51.95,test
23552,10752,512,1.0,-0.3884616290381592,1,R25-264-12_x023552_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,35.06,test
24064,10752,512,1.0,-0.0602705010806192,1,R25-264-12_x024064_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,41.13,test
24576,10752,512,1.0,1.4374173383722142,2,R25-264-12_x024576_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,65.8,test
25088,10752,512,1.0,,0,R25-264-12_x025088_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,0.0,test
25600,10752,512,1.0,,0,R25-264-12_x025600_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,0.0,test
26112,10752,512,1.0,,0,R25-264-12_x026112_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,0.0,test
26624,10752,512,1.0,,0,R25-264-12_x026624_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,0.0,test
27136,10752,512,1.0,0.5776965675199655,1,R25-264-12_x027136_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,50.22,test
27648,10752,512,1.0,0.8247431386552555,2,R25-264-12_x027648_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,54.11,test
28160,10752,512,1.0,2.74247386745942,1,R25-264-12_x028160_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,81.82,test
28672,10752,512,1.0,,0,R25-264-12_x028672_y010752,393,4,R25-264-12,MASH,2025-08-25HE,unknown,True,0.0,test
